G70001	Ἀαρών	aarōn	aaron	Aaron
G70471	ἀνταπόδοσις	antapodosis	antapoðosiys	reward
G70472	ἀνταποκρίνομαι	antapokrinomai	antapokriynome	to talk back
G70473	ἀντέχομαι	antechomai	antekhome	to be devoted
G70474	ἀντί	anti	antiy	in exchange for
G70475	ἀντιβάλλω	antiballō	antiyvallo	to discuss
G70476	ἀντιδιατίθεμαι	antidiatithemai	antiyðiyatiyθeme	to oppose
G70477	ἀντίδικος	antidikos	antiyðiykos	enemy
G70478	ἀντίθεσις	antithesis	antiyθesiys	opposition
G70479	ἀντικαθίστημι	antikathistēmi	antiykaθiystiymiy	to resist
G70480	ἀντικαλέω	antikaleō	antiykaleo	to invite in reciprocation
G70481	ἀντίκειμαι	antikeimai	antiykiyme	to be an opponent
G70482	ἄντικρυς	antikrys	antiykriys	opposite of
G70483	ἀντιλαμβάνομαι	antilambanomai	antiylamvanome	to help
G70484	ἀντιλέγω	antilegō	antiylego	to speak against
G70485	ἀντίλημψις	antilēmpsis	antiyliympsiys	help
G70486	ἀντιλογία	antilogia	antiyloyiya	argument
G70487	ἀντιλοιδορέω	antiloidoreō	antiyliyðoreo	to retaliate
G70488	ἀντίλυτρον	antilytron	antiyliytron	ransom
G70489	ἀντιμετρέω	antimetreō	antiymetreo	to measure in return
G70490	ἀντιμισθία	antimisthia	antiymiysθiya	an exchange
G70491	Ἀντιόχεια	antiocheia	antiyokhiya	Antioch
G70492	Ἀντιοχεύς	antiocheus	antiyokhefs	from Antioch
G70493	ἀντιπαρέρχομαι	antiparerchomai	antiyparerkhome	to pass by on the opposite side
G70494	Ἀντιπᾶς	antipas	antiypas	Antipas
G70495	Ἀντιπατρίς	antipatris	antiypatriys	Antipatris
G70496	ἀντιπέρα	antipera	antiypera	across from
G70497	ἀντιπίπτω	antipiptō	antiypiypto	to resist
G70498	ἀντιστρατεύομαι	antistrateuomai	antiystratevome	to wage war against
G70499	ἀντιτάσσομαι	antitassomai	antiytassome	to oppose
G70500	ἀντίτυπος	antitypos	antiytiypos	copy
G70501	ἀντίχριστος	antichristos	antiykhriystos	antichrist
G70502	ἀντλέω	antleō	antleo	to draw
G70503	ἄντλημα	antlēma	antliyma	container to draw water with
G70504	ἀντοφθαλμέω	antophthalmeō	antofθalmeo	to head into
G70505	ἄνυδρος	anydros	aniyðros	arid
G70506	ἀνυπόκριτος	anypokritos	aniypokriytos	sincere
G70507	ἀνυπότακτος	anypotaktos	aniypotaktos	rebellious
G70508	ἄνω	anō	ano	above
G70509	ἄνωθεν	anōthen	anoθen	from above
G70510	ἀνωτερικός	anōterikos	anoteriykos	interior
G70511	ἀνώτερον	anōteron	anoteron	higher
G70512	ἀνώτερος	anōteros	anoteros	higher
G70513	ἀνωφελής	anōphelēs	anofeliys	unprofitable
G70514	ἀξίνη	axinē	aksiyniy	ax
G70515	ἄξιος	axios	aksiyos	worthy
G70516	ἀξιόω	axioō	aksiyoo	to consider worthy
G70517	ἀξίως	axiōs	aksiyos	worthily
G70518	ἀόρατος	aoratos	aoratos	invisible
G70519	ἀπαγγέλλω	apangellō	apanggello	to tell
G70520	ἀπάγχομαι	apanchomai	apangghome	to hang
G70521	ἀπάγω	apagō	apago	to lead away
G70522	ἀπαίδευτος	apaideutos	apeðeftos	stupid
G70523	ἀπαίρω	apairō	apero	to take away
G70524	ἀπαιτέω	apaiteō	apeteo	to demand back
G70525	ἀπαλγέω	apalgeō	apalyeo	to lose all sensitivity
G70526	ἀπαλλάσσω	apallassō	apallasso	to set free
G70527	ἀπαλλοτριόομαι	apallotrioomai	apallotriyoome	to be excluded
G70528	ἁπαλός	hapalos	apalos	tender
G70529	ἀπαντάω	apantaō	apantao	to meet
G70530	ἀπάντησις	apantēsis	apantiysiys	meeting
G70531	ἅπαξ	hapax	apaks	once
G70532	ἀπαράβατος	aparabatos	aparavatos	permanent
G70533	ἀπαρασκεύαστος	aparaskeuastos	aparaskevastos	unprepared
G70534	ἀπαρνέομαι	aparneomai	aparneome	to disown
G70535	ἀπαρτισμός	apartismos	apartiyzmos	completion
G70536	ἀπαρχή	aparchē	aparkhiy	firstfruits
G70537	ἅπας	hapas	apas	all
G70538	ἀπατάω	apataō	apatao	to deceive
G70539	ἀπάτη	apatē	apatiy	deception
G70540	ἀπάτωρ	apatōr	apator	fatherless
G70541	ἀπαύγασμα	apaugasma	apavgazma	radiance
G70542	ἀπείθεια	apeitheia	apiyθiya	disobedience
G70543	ἀπειθέω	apeitheō	apiyθeo	to disobey
G70544	ἀπειθής	apeithēs	apiyθiys	disobedient
G70545	ἀπειλέω	apeileō	apiyleo	to threaten
G70546	ἀπειλή	apeilē	apiyliy	threat
G70547	ἄπειμι	apeimi	apiymiy	to be absent
G70548	ἀπεῖπον	apeipon	apiypon	to renounce
G70549	ἀπείραστος	apeirastos	apiyrastos	incapable of being tempted
G70550	ἄπειρος	apeiros	apiyros	not acquainted with
G70551	ἀπεκδέχομαι	apekdechomai	apekðekhome	wait eagerly for
G70552	ἀπεκδύομαι	apekdyomai	apekðiyome	to take off
G70553	ἀπέκδυσις	apekdysis	apekðiysiys	removal
G70554	ἀπελαύνω	apelaunō	apelavno	to eject from
G70555	ἀπελεγμός	apelegmos	apelegmos	disrepute
G70556	ἀπελεύθερος	apeleutheros	apelefθeros	freedman
G70557	Ἀπελλῆς	apellēs	apelliys	Apelles
G70558	ἀπελπίζω	apelpizō	apelpiyzo	to expect nothing in return
G70559	ἀπέναντι	apenanti	apenantiy	opposite
G70560	ἀπέραντος	aperantos	aperantos	endless
G70561	ἀπερισπάστως	aperispastōs	aperiyspastos	undivided
G70562	ἀπερίτμητος	aperitmētos	aperiytmiytos	uncircumcised
G70563	ἀπέρχομαι	aperchomai	aperkhome	to go away
G70564	ἀπέχω	apechō	apekho	to receive
G70565	ἀπιστέω	apisteō	apiysteo	to disbelieve
G70566	ἀπιστία	apistia	apiystiya	unbelief
G70567	ἄπιστος	apistos	apiystos	unbelieving
G70568	ἁπλότης	haplotēs	aplotiys	generosity; sincerity
G70569	ἁπλοῦς	haplous	aplus	good in the sense of healthy
G70570	ἁπλῶς	haplōs	aplos	generously
G70571	ἀπό	apo	apo	from
G70572	ἀποβαίνω	apobainō	apoveno	to leave
G70573	ἀποβάλλω	apoballō	apovallo	to throw away
G70574	ἀποβλέπω	apoblepō	apovlepo	to look ahead
G70575	ἀπόβλητος	apoblētos	apovliytos	rejected
G70576	ἀποβολή	apobolē	apovoliy	rejection
G70577	ἀπογίνομαι	apoginomai	apoyiynome	to die
G70578	ἀπογραφή	apographē	apografiy	census
G70579	ἀπογράφω	apographō	apografo	to take a census
G70580	ἀποδείκνυμι	apodeiknymi	apoðiykniymiy	to display
G70581	ἀπόδειξις	apodeixis	apoðiyksiys	demonstration
G70582	ἀποδεκατόω	apodekatoō	apoðekatoo	to give a tenth
G70583	ἀπόδεκτος	apodektos	apoðektos	pleasing
G70584	ἀποδέχομαι	apodechomai	apoðekhome	to welcome
G70585	ἀποδημέω	apodēmeō	apoðiymeo	to go away on a journey
G70586	ἀπόδημος	apodēmos	apoðiymos	going away on a journey
G70587	ἀποδίδωμι	apodidōmi	apoðiyðomiy	give
G70588	ἀποδιορίζω	apodiorizō	apoðiyoriyzo	to divide
G70589	ἀποδοκιμάζω	apodokimazō	apoðokiymazo	to reject
G70590	ἀποδοχή	apodochē	apoðokhiy	acceptance
G70591	ἀπόθεσις	apothesis	apoθesiys	removal
G70592	ἀποθήκη	apothēkē	apoθiykiy	barn
G70593	ἀποθησαυρίζω	apothēsaurizō	apoθiysavriyzo	to store up treasure
G70594	ἀποθλίβω	apothlibō	apoθliyvo	to press against
G70595	ἀποθνῄσκω	apothnēskō	apoθniysko	to die
G70596	ἀποκαθίστημι	apokathistēmi	apokaθiystiymiy	to restore
G70597	ἀποκαλύπτω	apokalyptō	apokaliypto	to reveal
G70598	ἀποκάλυψις	apokalypsis	apokaliypsiys	revelation
G70599	ἀποκαραδοκία	apokaradokia	apokaraðokiya	eager expectation
G70600	ἀποκαταλλάσσω	apokatallassō	apokatallasso	to reconcile
G70601	ἀποκατάστασις	apokatastasis	apokatastasiys	restoration
G70602	ἀπόκειμαι	apokeimai	apokiyme	to be stored up
G70603	ἀποκεφαλίζω	apokephalizō	apokefaliyzo	to behead
G70604	ἀποκλείω	apokleiō	apokliyo	to close
G70605	ἀποκόπτω	apokoptō	apokopto	to cut off
G70606	ἀπόκριμα	apokrima	apokriyma	sentence
G70607	ἀποκρίνομαι	apokrinomai	apokriynome	to answer
G70608	ἀπόκρισις	apokrisis	apokriysiys	answer
G70609	ἀποκρύπτω	apokryptō	apokriypto	to hide
G70610	ἀπόκρυφος	apokryphos	apokriyfos	concealed
G70611	ἀποκτείνω	apokteinō	apoktiyno	to kill
G70612	ἀποκυέω	apokyeō	apokiyeo	to give birth to
G70613	ἀποκυλίω	apokyliō	apokiyliyo	to roll away
G70614	ἀπολαμβάνω	apolambanō	apolamvano	to receive
G70615	ἀπόλαυσις	apolausis	apolafsiys	enjoyment
G70616	ἀπολείπω	apoleipō	apoliypo	to leave behind
G70617	ἀπόλλυμι	apollymi	apolliymiy	to destroy
G70618	Ἀπολλύων	apollyōn	apolliyon	Apollyon
G70619	Ἀπολλωνία	apollōnia	apolloniya	Apollonia
G70620	Ἀπολλῶς	apollōs	apollos	Apollos
G70621	ἀπολογέομαι	apologeomai	apoloyeome	to defend oneself
G70622	ἀπολογία	apologia	apoloyiya	defense
G70623	ἀπολούομαι	apolouomai	apoluome	to wash away
G70624	ἀπολύτρωσις	apolytrōsis	apoliytrosiys	redemption
G70625	ἀπολύω	apolyō	apoliyo	to release
G70626	ἀπομάσσομαι	apomassomai	apomassome	to wipe off
G70627	ἀπονέμω	aponemō	aponemo	to treat with
G70628	ἀπονίπτω	aponiptō	aponiypto	to wash off
G70629	ἀποπίπτω	apopiptō	apopiypto	to fall away
G70630	ἀποπλανάω	apoplanaō	apoplanao	to deceive
G70631	ἀποπλέω	apopleō	apopleo	to sail away from
G70632	ἀποπνίγω	apopnigō	apopniygo	to choke
G70633	ἀπορέω	aporeō	aporeo	to be puzzled
G70634	ἀπορία	aporia	aporiya	perplexity
G70635	ἀπορίπτω	aporiptō	aporiypto	to jump into
G70636	ἀπορφανίζω	aporphanizō	aporfaniyzo	to make an orphan of
G70637	ἀποσκίασμα	aposkiasma	aposkiyazma	shadow
G70638	ἀποσπάω	apospaō	apospao	to draw out
G70639	ἀποστασία	apostasia	apostasiya	turning away
G70640	ἀποστάσιον	apostasion	apostasiyon	divorce
G70641	ἀποστεγάζω	apostegazō	apostegazo	to make an opening in a roof
G70642	ἀποστέλλω	apostellō	apostello	to send
G70643	ἀποστερέω	apostereō	apostereo	to defraud
G70644	ἀποστολή	apostolē	apostoliy	apostleship
G70645	ἀπόστολος	apostolos	apostolos	apostle
G70646	ἀποστοματίζω	apostomatizō	apostomatiyzo	to besiege with questions
G70647	ἀποστρέφω	apostrephō	apostrefo	to turn away from
G70648	ἀποστυγέω	apostygeō	apostiyyeo	to hate
G70649	ἀποσυνάγωγος	aposynagōgos	aposiynagogos	put out of the synagogue
G70650	ἀποτάσσομαι	apotassomai	apotassome	to say good-by
G70651	ἀποτελέω	apoteleō	apoteleo	to bring to completion
G70652	ἀποτίθημι	apotithēmi	apotiyθiymiy	to put aside
G70653	ἀποτινάσσω	apotinassō	apotiynasso	to shake off
G70654	ἀποτίνω	apotinō	apotiyno	to pay back
G70655	ἀποτολμάω	apotolmaō	apotolmao	to bring forth boldly
G70656	ἀποτομία	apotomia	apotomiya	sternness
G70657	ἀποτόμως	apotomōs	apotomos	harshly
G70658	ἀποτρέπομαι	apotrepomai	apotrepome	to have nothing to do with
G70659	ἀπουσία	apousia	apusiya	absence
G70660	ἀποφέρω	apopherō	apofero	to carry away
G70661	ἀποφεύγω	apopheugō	apofevgo	to escape
G70662	ἀποφθέγγομαι	apophthengomai	apofθenggome	to say
G70663	ἀποφορτίζομαι	apophortizomai	apofortiyzome	to unload
G70664	ἀπόχρησις	apochrēsis	apokhriysiys	using up
G70665	ἀποχωρέω	apochōreō	apokhoreo	to go away from
G70666	ἀποχωρίζομαι	apochōrizomai	apokhoriyzome	to part company
G70667	ἀποψύχω	apopsychō	apopsiykho	to faint
G70668	Ἀππίου	appiou	appiyu	Appius
G70669	ἀπρόσιτος	aprositos	aprosiytos	unapproachable
G70670	ἀπρόσκοπος	aproskopos	aproskopos	blameless
G70671	ἀπροσωπολήμπτως	aprosōpolēmptōs	aprosopoliymptos	impartially
G70672	ἄπταιστος	aptaistos	aptestos	without falling
G70673	ἅπτω	haptō	apto	to touch
G70674	Ἀπφία	apphia	apfiya	Apphia
G70675	ἀπωθέομαι	apōtheomai	apoθeome	to reject
G70676	ἀπώλεια	apōleia	apoliya	destruction
G70677	ἀρά	ara	ara	curse
G70678	ἄρα	ara	ara	therefore
G70679	ἆρα	ara	ara	[interrogations]
G70680	Ἀραβία	arabia	araviya	Arabia
G70681	Ἀράμ	aram	aram	Ram
G70682	ἄραφος	araphos	arafos	seamless
G70683	Ἄραψ	araps	araps	Arab
G70684	ἀργέω	argeō	aryeo	to be idle
G70685	ἀργός	argos	argos	idle
G70686	ἀργύριον	argyrion	aryiyriyon	silver
G70687	ἀργυροκόπος	argyrokopos	aryiyrokopos	silversmith
G70688	ἄργυρος	argyros	aryiyros	silver
G70689	ἀργυροῦς	argyrous	aryiyrus	silver
G70690	Ἄρειος	areios	ariyos	meeting of the Areopagus
G70691	Ἀρεοπαγίτης	areopagitēs	areopayiytiys	member of the Areopagus
G70692	ἀρεσκεία	areskeia	areskiya	pleasing
G70693	ἀρέσκω	areskō	aresko	to please
G70694	ἀρεστός	arestos	arestos	pleasing
G70695	Ἁρέτας	haretas	aretas	Aretas
G70696	ἀρετή	aretē	aretiy	goodness
G70697	ἀρήν	arēn	ariyn	lamb
G70698	ἀριθμέω	arithmeō	ariyθmeo	to count
G70699	ἀριθμός	arithmos	ariyθmos	number
G70700	Ἁριμαθαία	harimathaia	ariymaθea	Arimathea
G70701	Ἀρίσταρχος	aristarchos	ariystarkhos	Aristarchus
G70702	ἀριστάω	aristaō	ariystao	to eat
G70703	ἀριστερός	aristeros	ariysteros	left side
G70704	Ἀριστόβουλος	aristoboulos	ariystovulos	Aristobulus
G70705	ἄριστον	ariston	ariyston	meal
G70706	ἀρκετός	arketos	arketos	enough
G70707	ἀρκέω	arkeō	arkeo	to be content
G70708	ἄρκος	arkos	arkos	bear
G70709	ἅρμα	harma	arma	chariot
G70710	Ἁρμαγεδών	harmagedōn	armayeðon	Armageddon
G70711	ἁρμόζομαι	harmozomai	armozome	to promise for marriage
G70712	ἁρμός	harmos	armos	joint
G70713	ἀρνέομαι	arneomai	arneome	to deny
G70714	Ἀρνί	arni	arniy	Arni
G70715	ἀρνίον	arnion	arniyon	lamb
G70716	ἀροτριάω	arotriaō	arotriyao	to plow
G70717	ἄροτρον	arotron	arotron	plow
G70718	ἁρπαγή	harpagē	arpayiy	greediness
G70719	ἁρπαγμός	harpagmos	arpagmos	something to hold onto
G70720	ἁρπάζω	harpazō	arpazo	to catch
G70721	ἅρπαξ	harpax	arpaks	swindling
G70722	ἀρραβών	arrabōn	arravon	deposit which guarantees
G70723	ἄρρητος	arrētos	arriytos	inexpressible
G70724	ἄρρωστος	arrōstos	arrostos	sick
G70725	ἀρσενοκοίτης	arsenokoitēs	arsenokiytiys	one engaging in homosexual acts
G70726	ἄρσην	arsēn	arsiyn	male
G70727	Ἀρτεμᾶς	artemas	artemas	Artemas
G70728	Ἄρτεμις	artemis	artemiys	Artemis
G70729	ἀρτέμων	artemōn	artemon	foresail
G70730	ἄρτι	arti	artiy	now
G70731	ἀρτιγέννητος	artigennētos	artiyyenniytos	newborn
G70732	ἄρτιος	artios	artiyos	thorough
G70733	ἄρτος	artos	artos	bread
G70734	ἀρτύω	artyō	artiyo	to make salty
G70735	Ἀρφαξάδ	arphaxad	arfaksað	Arphaxad
G70736	ἀρχάγγελος	archangelos	arkhanggelos	archangel
G70737	ἀρχαῖος	archaios	arkheos	ancient
G70738	Ἀρχέλαος	archelaos	arkhelaos	Archelaus
G70739	ἀρχή	archē	arkhiy	beginning
G70740	ἀρχηγός	archēgos	arkhiygos	author
G70741	ἀρχιερατικός	archieratikos	arkhiyeratiykos	of the high priest
G70742	ἀρχιερεύς	archiereus	arkhiyerefs	chief priest
G70743	ἀρχιποίμην	archipoimēn	arkhiypiymiyn	chief shepherd
G70744	Ἄρχιππος	archippos	arkhiyppos	Archippus
G70745	ἀρχισυνάγωγος	archisynagōgos	arkhiysiynagogos	leader of the synagogue
G70746	ἀρχιτέκτων	architektōn	arkhiytekton	expert builder
G70747	ἀρχιτελώνης	architelōnēs	arkhiyteloniys	chief tax collector
G70748	ἀρχιτρίκλινος	architriklinos	arkhiytriykliynos	master of the banquet
G70749	ἄρχω	archō	arkho	to rule
G70750	ἄρχων	archōn	arkhon	ruler
G70751	ἄρωμα	arōma	aroma	spices
G70752	ἀσάλευτος	asaleutos	asaleftos	unshakable
G70753	Ἀσάφ	asaph	asaf	Asaph
G70754	ἄσβεστος	asbestos	azvestos	unquenchable
G70755	ἀσέβεια	asebeia	aseviya	ungodliness
G70756	ἀσεβέω	asebeō	aseveo	to do ungodly acts
G70757	ἀσεβής	asebēs	aseviys	ungodly
G70758	ἀσέλγεια	aselgeia	aselyiya	debauchery
G70759	ἄσημος	asēmos	asiymos	ordinary
G70760	Ἀσήρ	asēr	asiyr	Asher
G70761	ἀσθένεια	astheneia	asθeniya	weakness
G70762	ἀσθενέω	astheneō	asθeneo	to be weak
G70763	ἀσθένημα	asthenēma	asθeniyma	failing
G70764	ἀσθενής	asthenēs	asθeniys	weak
G70765	Ἀσία	asia	asiya	Asia
G70766	Ἀσιανός	asianos	asiyanos	one from the Roman province of Asia
G70767	Ἀσιάρχης	asiarchēs	asiyarkhiys	official of the province of Asia
G70768	ἀσιτία	asitia	asiytiya	going without food
G70769	ἄσιτος	asitos	asiytos	going without food
G70770	ἀσκέω	askeō	askeo	to strive
G70771	ἀσκός	askos	askos	wineskin
G70772	ἀσμένως	asmenōs	azmenos	warmly
G70773	ἄσοφος	asophos	asofos	unwise
G70774	ἀσπάζομαι	aspazomai	aspazome	to give greetings
G70775	ἀσπασμός	aspasmos	aspazmos	greeting
G70776	ἄσπιλος	aspilos	aspiylos	without spot
G70777	ἀσπίς	aspis	aspiys	viper
G70778	ἄσπονδος	aspondos	asponðos	unforgiving
G70779	ἀσσάριον	assarion	assariyon	assarion
G70780	ἆσσον	asson	asson	nearer
G70781	Ἆσσος	assos	assos	Assos
G70782	ἀστατέω	astateō	astateo	to be homeless
G70783	ἀστεῖος	asteios	astiyos	not ordinary
G70784	ἀστήρ	astēr	astiyr	star
G70785	ἀστήρικτος	astēriktos	astiyriyktos	unstable
G70786	ἄστοργος	astorgos	astorgos	without love
G70787	ἀστοχέω	astocheō	astokheo	to wander away
G70788	ἀστραπή	astrapē	astrapiy	lightning
G70789	ἀστράπτω	astraptō	astrapto	to flash
G70790	ἄστρον	astron	astron	star
G70791	Ἀσύγκριτος	asynkritos	asiynggriytos	Asyncritus
G70792	ἀσύμφωνος	asymphōnos	asiymfonos	disagreeable
G70793	ἀσύνετος	asynetos	asiynetos	senseless
G70794	ἀσύνθετος	asynthetos	asiynθetos	faithless
G70795	ἀσφάλεια	asphaleia	asfaliya	security
G70796	ἀσφαλής	asphalēs	asfaliys	safe
G70797	ἀσφαλίζω	asphalizō	asfaliyzo	to make secure
G70798	ἀσφαλῶς	asphalōs	asfalos	carefully
G70799	ἀσχημονέω	aschēmoneō	askhiymoneo	to act improperly
G70800	ἀσχημοσύνη	aschēmosynē	askhiymosiyniy	indecent act
G70801	ἀσχήμων	aschēmōn	askhiymon	unpresentable
G70802	ἀσωτία	asōtia	asotiya	debauchery
G70803	ἀσώτως	asōtōs	asotos	wildly
G70804	ἀτακτέω	atakteō	atakteo	to be idle
G70805	ἄτακτος	ataktos	ataktos	idle
G70806	ἀτάκτως	ataktōs	ataktos	disorderly
G70807	ἄτεκνος	ateknos	ateknos	childless
G70808	ἀτενίζω	atenizō	ateniyzo	to look intently
