G1	第一個字母
G1668	傷口
G1669	使之生瘡
G1670	拉
G1671	希臘
G1672	希臘的
G1673	希臘的
G1674	希臘婦女
G1675	操希臘語的
G1676	按照希臘文
G1677	記到某人帳上
G1678	以摩當
G1679	希望
G1680	盼望
G1681	以呂馬
G1682	以羅伊
G1683	我自己
G1684	字意
G1685	丟擲
G1686	浸
G1687	進入
G1688	加入
G1689	看
G1690	嚴厲警誡
G1691	我
G1692	吐出
G1693	發怒
G1694	以馬內利
G1695	以馬忤斯
G1696	留下
G1697	哈抹
G1698	我
G1699	我的
G1700	我的
G1701	嘲笑
G1702	戲弄
G1703	嘲弄者
G1704	移動
G1705	充滿
G1706	落入
G1707	交織
G1708	髮辮
G1709	吐氣
G1710	作買賣
G1711	生意
G1712	市場
G1713	貿易商人
G1714	燒毀
G1715	在……之前
G1716	吐在……或之上
G1717	可見的
G1718	使可見
G1719	陷入驚恐的
G1720	在……之上吹氣
G1721	植入的
G1722	接間接受格
G1723	擁入
G1724	海中的
G1725	在……之前
G1726	在……之前
G1727	相反的
G1728	開始
G1729	貧窮的
G1730	證據
G1731	顯明
G1732	記號
G1733	十一
G1734	第十一
G1735	得以
G1736	處於自己的百姓中
G1737	披上
G1738	公正的
G1739	建築
G1740	讚美
G1741	光彩的
G1742	衣服
G1743	加強
G1744	進入
G1745	穿
G1746	穿
G1747	坐待
G1748	設陷阱圈套
G1749	埋伏以待
G1750	包進去
G1751	在……裡面
G1752	因為
G1753	工作
G1754	發揮作用
G1755	活動
G1756	有效力的
G1757	恩待
G1758	對某人有怨氣
G1759	這裡
G1760	思索
G1761	想法
G1762	有
G1763	年
G1764	臨到
G1765	茁壯
G1766	第九
G1767	九
G1768	九十九
G1769	說不出話的
G1770	以動作示意
G1771	思想
G1772	合法的
G1773	夜裡的
G1774	居住在
G1775	合一
G1776	擾亂
G1777	受制於
G1778	訓令
G1779	準備葬禮
G1780	屍體安葬的準備工作
G1781	指示
G1782	從這裡
G1783	禱告
G1784	尊貴的
G1785	命令
G1786	當地的
G1787	在……裡面
G1788	使人蒙羞
G1789	培育
G1790	戰慄的
G1791	羞愧
G1792	樂於
G1793	尋求
G1794	包起來
G1795	雕刻
G1796	侮辱
G1797	作夢
G1798	夢
G1799	在的前面
G1800	以挪士
G1801	側耳而聽
G1802	以諾
G1803	六
G1804	宣揚
G1805	拯救
G1806	帶領出去
G1807	取出來
G1808	移除
G1809	要求
G1810	突然之間
G1811	順從
G1812	六百
G1813	擦去
G1814	跳起來
G1815	復活
G1816	冒出
G1817	養育後代
G1818	欺騙
G1819	突然
G1820	落入艱困
G1821	打發前去
G1822	完成
G1823	閃電般的閃爍
G1824	馬上
G1825	復活
G1826	離開
G1827	證明有罪
G1828	拖走
G1829	嘔吐物
G1830	企圖尋找
G1831	出去
G1832	……是合法的
G1833	檢驗
G1834	訴說
G1835	六十
G1836	依次相繼的
G1837	響起
G1838	成熟
G1839	困惑
G1840	有能力
G1841	離開
G1842	滅絕
G1843	承諾
G1844	起誓
G1845	驅魔者
G1846	剜出來
G1847	輕蔑
G1848	看不起
G1849	選擇的自由
G1850	擁有勢力或權柄
G1851	高起或突起物
G1852	叫醒
G1853	醒來的
G1854	外面
G1855	從外面
G1856	推出去
G1857	外邊的
G1858	遵守節慶
G1859	節期
G1860	應許
G1861	應許
G1862	承諾
G1863	導致或引致
G1864	力辯
G1865	增多
G1866	以拜尼土
G1867	贊許
G1868	稱讚
G1869	高抬
G1870	感到羞恥
G1871	要求更多
G1872	效法
G1873	側耳傾聽
G1874	傾聽
G1875	在……之後
G1876	必須的
G1877	出到
G1878	提醒他人
G1879	安歇
G1880	返回
G1881	起來對抗
G1882	改正
G1883	在……之上
G1884	幫助
G1885	省份
G1886	農場
G1887	翌日
G1888	當場
G1889	以巴弗
G1890	使湧出泡沫
G1891	以巴弗提
G1892	集結反抗
G1893	當……,
G1894	正因為
G1895	因為……
G1896	注目
G1897	既然確實如此
G1898	帶進
G1899	於是
G1900	在更遠處
G1901	用力向外伸展
G1902	穿上
G1903	外衣
G1904	移向
G1905	提問
G1906	問題
G1907	緊握
G1908	威脅
G1909	在
G1910	上到
G1911	穿上
G1912	加負擔於
G1913	登上
G1914	注目
G1915	補丁
G1916	大聲呼叫
G1917	陷害他人的計謀
G1918	結婚
G1919	地上的
G1920	發生
G1921	認識
G1922	知識
G1923	銘文
G1924	寫下
G1925	指出
G1926	茩諉渾
G1927	客居
G1928	增加條例
G1929	給
G1930	使整齊
G1931	落下
G1932	溫和
G1933	溫和的
G1934	尋求
G1935	判死罪的
G1936	放置於……之上
G1937	渴望
G1938	渴求的人
G1939	渴望
G1940	坐在
G1941	呼求
G1942	覆蓋物
G1943	遮蓋
G1944	受咒詛的
G1945	放在……之上
G1946	彼古羅
G1947	支援
G1948	裁定
G1949	抓住
G1950	忘記
G1951	叫作
G1952	失敗
G1953	健忘
G1954	剩下的
G1955	解開
G1956	字意
G1957	證明
G1958	照顧
G1959	照料
G1960	勤奮地
G1961	停留
G1962	同意
G1963	思想
G1964	發假誓
G1965	作偽證的人
G1966	隔天
G1967	生存必須品
G1968	落在
G1969	擊打
G1970	使窒息
G1971	嚮往
G1972	渴望
G1973	渴望的
G1974	渴求
G1975	去到或旅行到
G1976	縫上
G1977	丟擲
G1978	字意
G1979	供應品
G1980	檢閱
G1981	字意
G1982	投影
G1983	關照
G1984	看顧
G1985	監護人
G1986	拉下包皮
G1987	明白
G1988	師父
G1989	以信件指示
G1990	聰明的
G1991	促使更堅強
G1992	書信
G1993	使人住嘴
G1994	回轉
G1995	異教徒離棄拜偶像
G1996	聚集
G1997	聚會
G1998	一起跑
G1999	暴動
G2000	不安全
G2001	變得更強硬
G2002	累積
G2003	訓諭
G2004	向……囑咐
G2005	使完結
G2006	合適的
G2007	放在
G2008	吩咐
G2009	處罰
G2010	允許
G2011	准許
G2012	總管
G2013	達成
G2014	照亮
G2015	出現
G2016	明顯的
G2017	升起
G2018	降怒
G2019	大聲喊叫
G2020	出現曙光
G2021	從事
G2022	倒在
G2023	給予
G2024	輔助
G2025	塗敷
G2026	建立其上
G2027	觸礁
G2028	稱呼
G2029	注意查看
G2030	目擊證人
G2031	話語
G2032	天上的
G2033	七
G2034	七次
G2035	七千
G2036	告訴
G2037	以拉都
G2038	工作
G2039	追逐
G2040	勞動者
G2041	行動
G2042	攪動
G2043	使固定
G2044	講說
G2045	細察
G2046	發言
G2047	荒野
G2048	獨居
G2049	使荒廢
G2050	使得荒蕪
G2051	爭論
G2052	原有為了官職不擇手段的意思
G2053	羊毛
G2054	爭競
G2055	山羊
G2056	小孩子
G2057	黑馬
G2058	翻譯
G2059	解釋
G2060	希耳米或黑米
G2061	黑摩其尼
G2062	爬蟲類
G2063	紅色的
G2064	來
G2065	問
G2066	衣物
G2067	衣服
G2068	吃
G2069	以斯利
G2070	to
G2071	to
G2072	鏡子
G2073	夜晚
G2074	希斯崙
G2075	是的第二人稱複數
G2076	是的第三人稱單數
G2077	第三人稱單數命令語氣：成為
G2078	終極的
G2079	終於
G2080	裡面
G2081	從裡面
G2082	內裡的
G2083	同事
G2084	說外語的人
G2085	引起分歧的教導
G2086	
G2087	另外
G2088	別樣的
G2089	有關持續
G2090	使準備好
G2091	預備
G2092	準備好
G2093	不遲疑地
G2094	年
G2095	好
G2096	夏娃
G2097	帶來好消息
G2098	好消息
G2099	報好消息的人
G2100	取悅
G2101	使人喜歡的
G2102	使某人喜悅的方式
G2103	友布羅
G2104	出世良好
G2105	宜人的天氣
G2106	認可
G2107	美意
G2108	善行
G2109	行善
G2110	施恩者
G2111	適得其所的
G2112	馬上
G2113	沿著直的路線行
G2114	充滿喜悅
G2115	心情愉悅的
G2116	使變為直
G2117	筆直的
G2118	正直
G2119	有機會
G2120	合宜的時間
G2121	及時的
G2122	方便地
G2123	容易的
G2124	對神的敬畏
G2125	顧慮
G2126	敬畏神的
G2127	稱頌
G2128	受祝福的
G2129	稱頌
G2130	慷慨的
G2131	友尼基
G2132	有好感的
G2133	善意
G2134	閹割
G2135	太監
G2136	友阿爹
G2137	字意
G2138	順從的
G2139	容易分心的
G2140	善行
G2141	富裕
G2142	財富
G2143	美貌
G2144	可接納的
G2145	不住服事的
G2146	好好表現
G2147	發現
G2148	東北風
G2149	寬闊的
G2150	敬虔
G2151	對某人顯出極大的崇敬
G2152	虔誠的
G2153	敬虔地
G2154	清晰
G2155	有憐憫
G2156	合宜地
G2157	得體
G2158	合宜的
G2159	極力地
G2160	粗俗的玩笑
G2161	猶推古
G2162	好名譽
G2163	值得稱許
G2164	多產
G2165	使之高興
G2166	幼發拉底
G2167	歡樂
G2168	感激
G2169	感激
G2170	感恩的
G2171	禱詞
G2172	向神禱告
G2173	容易使用的
G2174	欣喜
G2175	香味
G2176	左邊的
G2177	跳上
G2178	一次地
G2179	以弗所出生的人或居民
G2180	以弗所出生的或居民
G2181	以弗所
G2182	發明者
G2183	班次
G2184	當天的
G2185	來到
G2186	站在……
G2187	以法蓮
G2188	打開吧！
G2189	敵意
G2190	可恨的
G2191	蛇
G2192	擁有
G2193	直到……時候
G2194	西布倫
G2195	撒該
G2196	謝拉
G2197	撒迦利亞
G2198	活著
G2199	西庇太
G2200	沸騰的
G2201	以軛連結一起馱重物的兩隻牲口
G2202	繩索
G2203	朱彼特或丟斯
G2204	急於行善或作惡的怒氣或愛心等情感
G2205	熱衷
G2206	努力
G2207	熱心
G2208	奮銳黨自瑪克比時代起
G2209	傷害
G2210	遭受損失
G2211	西納
G2212	尋求
G2213	問題
G2214	檢查
G2215	黑麥草
G2216	所羅巴伯
G2217	黑暗
G2218	軛
G2219	酵
G2220	發酵
G2221	生擒
G2222	生命
G2223	腰帶
G2224	束上
G2225	賦予生命
G2226	活物
G2227	使活著
G2228	或則
G2229	無疑地
G2230	成為領袖
G2231	指揮
G2232	統治者
G2233	帶領
G2234	欣喜地
G2235	現在
G2236	極其高興地
G2237	喜樂
G2238	薄荷
G2239	風俗
G2240	來
G2241	希伯來文音譯我的神
G2242	希里
G2243	以利亞
G2244	年歲
G2245	何等大
G2246	太陽
G2247	釘子
G2248	我們
G2249	我們
G2250	一天
G2251	我們的
G2252	真正的
G2253	半死不活
G2254	我們
G2255	一半的
G2256	半小時
G2257	我們的
G2258	我曾是
G2259	在某個時間
G2260	比
G2261	親切和藹
G2262	珥
G2263	安靜
G2264	希律
G2265	希律黨派
G2266	希羅底
G2267	希羅天
G2268	以賽亞
G2269	以掃
G2270	休息
G2271	安靜
G2272	安靜
G2273	任一
G2274	劣於
G2275	損失
G2276	較差的
G2277	讓他…………
G2278	發出聲響
G2279	響聲
G2280	達太
G2281	海
G2282	珍惜
G2283	他瑪
G2284	受驚
G2285	驚訝
G2286	致命的
G2287	招致死亡的
G2288	死亡
G2289	治死
G2290	埋葬
G2291	他拉
G2292	有信心
G2293	有勇氣
G2294	勇氣
G2295	驚嘆
G2296	驚訝
G2297	奇妙的
G2298	奇妙的
G2299	女神
G2300	專心看
G2301	羞辱
G2302	劇院
G2303	硫磺
G2304	形容詞
G2305	神性
G2306	含硫磺的
G2307	所希望的
G2308	意願
G2309	願意
G2310	基石
G2311	建立根基
G2312	神所教導
G2313	與神敵對
G2314	敵對神
G2315	神所給予靈感的
G2316	神或女神
G2317	敬虔
G2318	敬畏神的
G2319	對神充滿怨恨的
G2320	神性
G2321	提阿非羅
G2322	治療
G2323	服侍
G2324	隨從
G2325	收成
G2326	收割
G2327	收割者
G2328	使自己溫暖
G2329	熱氣
G2330	夏天
G2331	帖撒羅尼迦人
G2332	帖撒羅尼迦
G2333	丟大
G2334	成為觀察者
G2335	看到的
G2336	刀鞘或劍鞘
G2337	吸奶
G2338	女性的
G2339	追逐野獸並擊殺
G2340	狩獵
G2341	與野獸搏鬥
G2342	動物
G2343	儲藏
G2344	用以收存財物和珍寶的地方
G2345	觸摸
G2346	推擠
G2347	壓制
G2348	死
G2349	終必會死的
G2350	陷入混亂
G2351	吵雜聲
G2352	破碎
G2353	家畜
G2354	哀悼
G2355	悲嘆
G2356	敬拜
G2357	虔誠的
G2358	凱旋行進
G2359	人類的毛髮
G2360	內心被攪動
G2361	滴
G2362	椅子
G2363	推雅推喇
G2364	女兒
G2365	小女兒
G2366	暴風雨
G2367	出自柑橘樹的
G2368	用來點燃散發香氣的物質
G2369	焚香用的祭壇
G2370	燒香
G2371	極其憤怒
G2372	激情
G2373	挑起憤怒
G2374	門
G2375	盾牌
G2376	窗戶
G2377	看門者
G2378	犧牲
G2379	用來宰殺和焚燒祭物的祭壇
G2380	獻祭
G2381	多馬
G2382	胸部
G2383	睚魯
G2384	雅各
G2385	雅各
G2386	醫治
G2387	佯庇
G2388	雅拿
G2389	雅尼
G2390	治療
G2391	雅列
G2392	醫治
G2393	水蒼玉
G2394	耶孫
G2395	醫生
G2396	看！
G2397	外觀
G2398	自己的
G2399	沒有受過訓練或是沒有經驗的人
G2400	看啊
G2401	以土買
G2402	汗珠
G2403	耶洗別
G2404	希拉波立
G2405	祭司之職
G2406	祭司職份
G2407	擔任祭司
G2408	耶利米
G2409	祭司
G2410	耶利哥
G2411	聖所
G2412	對上帝適當的人
G2413	聖潔的
G2414	耶路撒冷
G2415	耶路撒冷城鎮的市民或是居民
G2416	擄掠聖殿
G2417	擄掠聖殿的人
G2418	執行祭司或神聖的職分
G2419	耶路撒冷
G2420	祭司的職位
G2421	耶西
G2422	耶弗他
G2423	耶哥尼雅
G2424	耶穌
G2425	充分的
G2426	有資格
G2427	使充足
G2428	橄欖樹枝
G2429	水氣
G2430	以哥念
G2431	興高采烈的
G2432	歡樂
G2433	撫慰
G2434	贖罪
G2435	贖罪的媒介
G2436	仁慈的
G2437	以利哩古
G2438	帶子
G2439	披上
G2440	服飾
G2441	衣裳
G2442	渴望
G2443	則……
G2444	為了什麼目標
G2445	約帕
G2446	約但
G2447	毒藥
G2448	猶大
G2449	猶大
G2450	住在猶太地
G2451	猶太的
G2452	猶太式的
G2453	猶太人的
G2454	猶太教
G2455	猶大
G2456	猶利亞
G2457	猶流
G2458	猶尼亞
G2459	猶士都
G2460	騎馬者
G2461	騎士
G2462	馬
G2463	彩虹
G2464	以撒
G2465	天使般的
G2466	以薩迦
G2467	知道
G2468	正是你
G2469	加略
G2470	相等的
G2471	平等
G2472	同等
G2473	同心
G2474	給族長雅各的名字
G2475	以色列人
G2476	放置
G2477	為了察詢某事而拜訪
G2478	強壯的
G2479	能力
G2480	健康
G2481	一樣地
G2482	義大利
G2483	義大利的
G2484	以土利亞
G2485	小魚
G2486	魚
G2487	足跡
G2488	約坦
G2489	約亞拿
G2490	約亞拿
G2491	約翰
G2492	約伯
G2493	約珥
G2494	約南
G2495	約拿
G2496	約蘭
G2497	約令
G2498	約沙法
G2499	約細
G2500	約西
G2501	約瑟
G2502	約西亞
G2503	希伯來文母`
G2504	和我
G2505	正如
G2506	拆毀
G2507	降低
G2508	使清潔
G2509	如同
G2510	握住
G2511	弄乾淨
G2512	潔淨
G2513	潔淨
G2514	乾淨
G2515	椅子
G2516	坐下
G2517	一個跟著一個
G2518	入睡
G2519	老師
G2520	達到
G2521	坐著
G2522	每天的
G2523	使坐下
G2524	降下
G2525	帶著
G2526	一如
G2527	全部的
G2528	以武器裝備
G2529	察覺
G2530	正如
G2531	正如
G2532	和
G2533	該亞法
G2534	起碼
G2535	該隱
G2536	該南
G2537	新的
G2538	新的
G2539	雖然
G2540	時間
G2541	該撒
G2542	該撒利亞
G2543	然而
G2544	即使
G2545	點亮
G2546	而且在那裡
G2547	指地方
G2548	而他
G2549	惡念
G2550	惡毒
G2551	說邪惡的言語
G2552	苦難
G2553	承受厄運
G2554	作惡事
G2555	行為邪惡的
G2556	不好的
G2557	惡者
G2558	惡待
G2559	傷害
G2560	嚴重地
G2561	苦待
G2562	草
G2563	蘆葦
G2564	呼叫
G2565	種植的橄欖樹
G2566	更好
G2567	教導有益處正面的事情
G2568	佳澳
G2569	行善事
G2570	美麗的
G2571	面紗
G2572	掩蓋
G2573	合宜地
G2574	駱駝
G2575	火爐
G2576	閉眼
G2577	乏倦
G2578	屈身
G2579	而如果
G2580	迦拿
G2581	熱心
G2582	埃提阿伯皇后的傳統銜號
G2583	規則
G2584	迦百農
G2585	交易
G2586	煙
G2587	加帕多加
G2588	心
G2589	知道
G2590	水果
G2591	加布
G2592	結果子
G2593	結果子的
G2594	忠貞不移
G2595	斑點
G2596	接直接受詞
G2597	下去
G2598	摔下去
G2599	加重
G2600	下行
G2601	拿下來
G2602	根基
G2603	喪失獎賞
G2604	宣告者
G2605	宣告
G2606	嘲弄
G2607	譴責
G2608	折斷
G2609	引領下來
G2610	制伏
G2611	綑綁起來
G2612	非常清楚的
G2613	定罪
G2614	尋覓
G2615	使為奴
G2616	壓制
G2617	恥辱
G2618	焚燒
G2619	遮蓋
G2620	向……自誇
G2621	躺下
G2622	破為片塊
G2623	關閉
G2624	以抽籤分配
G2625	使某人躺下
G2626	氾濫
G2627	洪水
G2628	跟隨在後
G2629	割劃
G2630	推下懸崖
G2631	判罪
G2632	向人宣判罪刑
G2633	定罪
G2634	使服於權柄之下
G2635	詆誹
G2636	惡言
G2637	毀謗中傷的
G2638	贏取
G2639	選擇成員
G2640	餘下的人
G2641	留在身後
G2642	用石頭打死
G2643	和好
G2644	和好
G2645	餘剩的
G2646	客棧
G2647	拆下
G2648	仔細觀察
G2649	作反證
G2650	停留
G2651	分開的
G2652	咒詛
G2653	詛咒
G2654	燒盡
G2655	僵硬
G2656	作手勢
G2657	注意
G2658	來到
G2659	麻木
G2660	被刺
G2661	認為有價值
G2662	踩在腳底下
G2663	靜止安息
G2664	使安靜
G2665	幔子
G2666	喝下
G2667	跌落
G2668	航向
G2669	制服
G2670	溺水
G2671	詛咒
G2672	詛咒
G2673	用盡
G2674	數在內
G2675	復原
G2676	完熟
G2677	裝備
G2678	搖擺
G2679	拆除
G2680	準備好
G2681	居住
G2682	居住棲息之地
G2683	遮蓋
G2684	監視
G2685	間諜
G2686	詭詐對待
G2687	抑制
G2688	行為舉止
G2689	服裝
G2690	翻倒
G2691	受制於強烈的生理慾望
G2692	傾覆
G2693	趴低
G2694	用力拉開
G2695	屠殺
G2696	密封
G2697	產業
G2698	放下
G2699	在身上割劃
G2700	射落
G2701	跑下去
G2702	經外意義
G2703	逃跑
G2704	腐化
G2705	親吻
G2706	蔑視
G2707	輕慢人的
G2708	澆灌下來
G2709	地下的
G2710	過度使用
G2711	冷卻下來
G2712	偶像林立
G2713	在……對面
G2714	正對面
G2715	行使權力
G2716	達成
G2718	下來
G2719	吞吃
G2720	帶領
G2721	起而攻擊
G2722	防止
G2723	控告
G2724	控訴
G2725	控告者
G2726	沮喪
G2727	報告
G2728	生鏽
G2729	勝過
G2730	居住
G2731	居住
G2732	住處
G2733	居所
G2734	反思
G2735	成功
G2736	之下
G2737	較低的
G2738	燃燒
G2739	火燒
G2740	焚燒
G2741	被熱氣烘烤
G2742	熱氣
G2743	以燒熱的鐵烙印
G2744	讚美
G2745	自誇自豪
G2746	自誇
G2747	堅革哩
G2748	汲淪
G2749	躺
G2750	纏裹用的材料
G2751	剪羊毛
G2752	一個指令
G2753	命令
G2754	虛浮的榮耀
G2755	驕傲自誇的
G2756	空的
G2757	空洞的評論
G2758	使空
G2759	刺
G2760	百夫長
G2761	徒勞地
G2762	角
G2763	陶匠
G2764	屬於陶匠的
G2765	水壺
G2766	屋瓦
G2767	混合
G2768	動物的角
G2769	角豆莢
G2770	得到
G2771	利潤
G2772	硬幣
G2773	兌換錢的人在耶路撒冷聖殿外邦人的院裡
G2774	重點
G2775	打傷頭部
G2776	頭
G2777	經卷
G2778	稅
G2779	花園
G2780	花園管理者
G2781	蜂巢
G2782	宣布
G2783	傳令官
G2784	正式公告
G2785	海怪
G2786	磯法
G2787	船隻
G2788	豎琴
G2789	彈奏豎琴
G2790	豎琴樂手
G2791	基利家
G2792	肉桂
G2793	處於危險之中
G2794	危險
G2795	
G2796	動靜
G2797	基士
G2798	樹枝
G2799	哭泣
G2800	破開
G2801	碎片
G2802	高大
G2803	一名基督徒婦女
G2804	革老丟
G2805	哭泣
G2806	擘開
G2807	鑰匙
G2808	關閉
G2809	偷竊
G2810	革流巴
G2811	聲名
G2812	盜賊
G2813	偷竊
G2814	枝子
G2815	革利免
G2816	繼承者
G2817	繼承物
G2818	法定繼承者
G2819	籤
G2820	抽籤獲得
G2821	呼召
G2822	受呼召
G2823	烤爐
G2824	地區
G2825	床
G2826	小床
G2827	作及物動詞
G2828	一起吃飯的一群人
G2829	偷竊
G2830	洶湧的波浪
G2831	被波浪搖來搖去
G2832	革羅罷
G2833	抓
G2834	革尼士
G2835	羅馬銅幣
G2836	肚腹
G2837	入睡
G2838	躺下睡覺
G2839	共通的
G2840	使之凡俗
G2841	分享
G2842	團契
G2843	寬宏大量
G2844	同伴
G2845	床
G2846	臥室
G2847	深紅色的
G2848	穀粒
G2849	處罰
G2850	巴結
G2851	懲罰
G2852	用拳頭打
G2853	緊密結合
G2854	眼膏
G2855	兌換銀錢之人
G2856	縮減
G2857	歌羅西
G2858	歌羅西人
G2859	胸部
G2860	游泳
G2861	池子
G2862	殖民地
G2863	讓頭髮長
G2864	頭髮
G2865	帶著
G2866	優於
G2867	粉刷
G2868	塵土
G2869	停止
G2870	悲嘆或哀悼
G2871	切下來
G2872	疲乏
G2873	困難
G2874	糞堆
G2875	切斷
G2876	烏鴉
G2877	女孩
G2878	獻給神的祭物
G2879	可拉
G2880	使飽足
G2881	哥林多人
G2882	歌林多
G2883	哥尼流
G2884	一石
G2885	整理
G2886	地上的
G2887	值得尊敬的
G2888	世界統治者
G2889	妝飾
G2890	括士
G2891	站起來
G2892	守衛軍
G2893	使減輕
G2894	籃子
G2895	褥子
G2896	大聲呼喊
G2897	狂飲
G2898	頭骨
G2899	邊緣
G2900	強有力的
G2901	變強壯
G2902	達到
