G1	阿拉法
G1675	希臘化的人
G1676	希臘化的
G1677	計及
G1678	以摩當
G1679	指望
G1680	期望
G1681	以呂馬
G1682	以羅伊
G1683	我自己的
G1684	步入
G1685	拋出
G1686	淹入
G1687	侵入
G1688	安放
G1689	觀看
G1690	氣憤
G1691	我
G1692	吐出來
G1693	憤怒
G1694	以馬內利
G1695	以馬忤斯
G1696	停在原處
G1697	哈抹
G1698	給我
G1699	我的
G1700	屬我的
G17000001	嘲弄
G1701	戲弄
G1702	愚弄
G1703	戲弄人者
G1704	在其間來往
G1705	填滿
G1706	落在
G1707	編織
G1708	精緻編髮
G1709	吸入
G1710	作買賣
G1711	買賣
G1712	市場
G1713	商人
G1714	點燃
G1715	在⋯之前
G1716	吐唾沫
G1717	顯然的
G1718	展示
G1719	懼怕的
G1720	吹氣
G1721	栽種的
G1722	在
G1723	用手臂抱住
G1724	在海裏
G1725	在⋯面前
G1726	當面
G1727	反對
G1728	在著手
G1729	有缺點的
G1730	指明
G1731	指出
G1732	指明
G1733	十一
G1734	第十一
G1735	接受進來
G1736	留在自己的家鄉
G1737	穿著
G1738	合乎公正的
G1739	在住宅內
G1740	加榮於
G1741	榮耀的
G1742	服裝
G1743	加力
G1744	沉
G1745	穿著衣服
G1746	穿上衣服
G1747	埋伏
G1748	潛伏
G1749	伏兵
G1750	包裹
G1751	在裏面
G1752	因為
G1753	效能
G1754	活動
G1755	效果
G1756	有效的
G1757	賜福
G1758	壓抑
G1759	在⋯內
G17590001	從此處
G1760	激勵
G1761	熟思
G1762	是在內
G1763	年度
G1764	舉手表示
G1765	加添力量
G1766	第九
G1767	九
G1768	九十九
G1769	啞口的
G1770	點點頭
G1771	思索
G1772	合法的
G1773	夜盡
G1774	居住於
G17740001	宣誓
G1775	合一
G1776	擠入
G1777	有責任的
G1778	命令
G1779	殯葬
G1780	預備入葬
G1781	吩咐
G1782	從此
G1783	會談
G1784	有價值的
G1785	強制令
G1786	居民
G1787	裏面
G1788	倒轉
G1789	教育
G1790	戰兢的
G1791	不安
G1792	沉迷
G1793	面求
G1794	裹好
G1795	打印
G1796	褻慢
G1797	作夢
G1798	睡中見事
G1799	當面
G1800	以挪士
G1801	側耳聽
G1802	以諾
G1803	六
G1804	發表
G1805	全部買回
G1806	引領向前
G1807	撕開
G1808	除去
G1809	要求
G1810	忽然
G1811	隨從
G1812	六百
G1813	塗上
G1814	向前跳
G1815	從死裏復活
G1816	破土而出
G1817	產生
G1818	全然引誘
G1819	忽然地
G1820	全然喪失
G1821	差遣出去
G1822	備妥
G1823	向前照亮
G1824	即時
G1825	完全喚醒
G1826	發出
G1827	確實證明有罪
G1828	拖向前
G1829	嘔吐
G1830	探求
G1831	發出
G1832	對的
G1833	徹底的測驗
G1834	引出
G1835	六十
G1836	繼續的
G1837	傳揚
G1838	習慣
G1839	心智迷惑
G1840	很有力量
G1841	出口
G1842	全然滅絕
G1843	承認
G1844	要求發誓
G1845	受誓言約束者
G1846	挖出來
G1847	視為全不重要
G1848	視為全不重要
G1849	特權
G1850	管轄
G1851	著名
G1852	叫醒
G1853	醒著的
G1854	外
G1855	外面的
G1856	趕出
G1857	外面
G1858	過節
G1859	節期
G1860	通告
G1861	在宣告
G1862	自受約束
G1863	導入
G1864	熱誠努力
G1865	收聚
G1866	以拜尼土
G1867	稱讚
G1868	頌讚
G1869	高舉
G1870	感覺羞恥
G1871	要
G1872	陪伴
G1873	在傾聽
G1874	傾聽
G1875	每逢
G1876	必須地
G1877	領出
G1878	提醒
G1879	倚靠
G1880	回來
G1881	站起來
G1882	重新規正
G1883	在上面
G18830001	咒詛
G1884	幫助
G1885	行政特區
G1886	遮身茅舍
G1887	發生在次日
G1888	正在行竊時
G1889	以巴弗
G1890	流泡沫
G1891	以巴弗提
G1892	激動
G1893	因此
G1894	自此
G1895	既是如此
G1896	視為
G1897	既然如此
G1898	引進
G18980001	將要來到
G1899	其後
G1900	在那些部份之上
G1901	奮力伸展
G1902	為自己穿著
G1903	便袍
G1904	接著來
G1905	請求
G1906	調查
G1907	等待
G1908	侮辱
G1909	在⋯上
G1910	走上去
G1911	拋上
G1912	受累
G1913	扶著騎上
G1914	凝視
G1915	補片
G1916	在呼喊
G1917	對付某人的計劃
G1918	結為姻親
G1919	現世的
G1920	達到
G1921	認出某些標記
G1922	認識
G1923	題名
G1924	題記
G1925	陳列
G1926	容納
G1927	視為己家
G1928	加增
G1929	交出
G1930	持續整理
G1931	完全沉落
G1932	適當
G1933	適合的
G1934	探求
G1935	定死罪的
G1936	按
G1937	將心放在其上
G1938	渴望者
G1939	慾望
G1940	坐上
G1941	稱呼
G1942	覆蓋物
G1943	隱匿
G1944	被咒詛的
G1945	置於
G1946	以彼古羅
G1947	幫助
G1948	宣判
G1949	捉住
G1950	忘記
G1951	稱呼
G1952	不足
G19520001	餂掉
G1953	疏忽
G1954	餘下的
G1955	解說
G1956	解決
G1957	充分證實
G1958	關心
G1959	照應
G1960	謹慎地
G1961	居住
G1962	首肯
G1963	意圖
G1964	犯偽誓罪
G1965	起假誓的
G1966	接著來
G1967	日用的
G1968	抱著
G1969	責罰
G1970	窒息
G1971	切慕
G1972	熱望
G1973	渴望的
G1974	切切想望
G1975	來到
G1976	縫合
G1977	投於
G1978	值得注意的
G1979	糧食
G1980	檢視
G19800001	裝備好
G1981	搭棚於其上
G1982	蔭庇
G1983	督視
G1984	監視
G1985	管理者
G1986	廢割禮
G19860001	在撒種
G1987	將心思放在其上
G1988	在上指示者
G1989	函告
G1990	有才智的
G1991	堅定
G1992	書信
G1993	將口堵住
G1994	歸回
G1995	歸回
G1996	聚集在一處
G1997	全體聚集
G1998	一同跑上來
G1999	共謀
G2000	不穩妥的
G2001	更有力
G2002	積聚
G2003	命令
G2004	在安排
G2005	成全
G2006	適用的
G2007	按手
G2008	斥責
G2009	判斷
G2010	交付
G2011	准許
G2012	受委託者
G2013	獲得
G2014	照耀
G2015	顯現
G2016	顯著的
G2017	光照
G2018	加給
G2019	喧嚷
G2020	露出曙光
G2021	著手
G2022	倒在⋯上
G2023	充足供給
G2024	貢獻
G2025	塗上
G2026	建立
G2027	擱淺
G2028	在命名
G2029	查閱
G2030	親眼見過
G2031	話語
G2032	天上的
G2033	七
G2034	七次
G2035	七乘一千
G2036	講
G2037	以拉都
G2038	去行
G2039	行業
G2040	工人
G2041	行為
G2042	激勵
G2043	固定
G2044	吐出
G2045	查考
G2046	說出
G2047	荒野
G2048	曠野
G2049	成了荒場
G2050	因毀壞而荒蕪
G2051	爭辯
G2052	密謀
G2053	羊毛
G2054	爭論
G2055	山羊羔
G2056	小山羊
G2057	黑馬
G2058	繙譯
G2059	解釋
G2060	希耳米
G2061	黑摩其尼
G2062	爬蟲
G2063	紅
G2064	來
G2065	查詢
G2066	衣裳
G2067	服裝
G2068	喫
G2069	以斯利
G2070	我們是
G2071	將是
G2072	鏡子
G2073	黃昏
G2074	希斯崙
G2075	你們是
G2076	他是
G2077	該是
G2078	最遠的
G2079	最後地
G2080	裏面
G2081	從裏面
G2082	在內的
G2083	同伴
G2084	說另一種話的
G2085	傳異樣的教導
G2086	不同的負軛
G2087	別的
G2088	不同地
G2089	尚
G2090	預備
G2091	預備
G2092	已能適應
G2093	準備好的
G2094	年
G2095	好
G2096	夏娃
G2097	宣告好消息
G2098	好信息
G2099	福音傳布者
G2100	完全的滿足
G2101	全然合意的
G2102	相當合意
G2103	友布羅
G21030001	好
G21030002	更賢於
G2104	出生於名門
G2105	晴空
G2106	認為美好
G2107	滿意
G2108	善行
G2109	要慈善
G2110	善行者
G2111	妥為安放
G2112	直接地
G2113	定好直路
G2114	高興
G2115	歡悅的
G2116	修直
G2117	直的
G2118	正直
G2119	合時宜
G2120	良好機會
G2121	合時宜的
G2122	及時地
G2123	容易
G2124	謹慎
G2125	慎重
G2126	虔誠的
G2127	說佳言
G2128	可稱頌的
G2129	頌讚
G2130	樂於分給
G2131	友尼基
G2132	善意
G2133	仁慈
G2134	去勢
G2135	去勢的人
G2136	友阿爹
G2137	旅途幫助
G21370001	好好的侍坐在側
G2138	善從勸導
G2139	容易纏繞的
G2140	行善
G2141	有經歷
G2142	資財
G2143	優美
G2144	悅納的
G2145	好好相對坐著
G2146	顯出俊美面容
G2147	尋找
G2148	東
G2149	寬闊的
G2150	敬虔
G2151	敬拜
G2152	好⋯敬虔的
G2153	敬虔地
G2154	清楚指明的
G2155	存憐憫心的
G2156	端莊地
G2157	端莊
G2158	好形態
G2159	強有力地
G2160	諧語
G2161	猶推古
G2162	佳言
G2163	有美名的
G2164	豐盛
G2165	使人心情愉快
G2166	伯拉
G2167	喜樂
G2168	感謝
G2169	感激
G2170	感恩
G2171	願望
G2172	願
G2173	可用的
G2174	令人
G2175	馨香之氣
G2176	左邊
G2177	跳在⋯之上
G2178	有一次
G2179	以弗所的
G2180	以弗所人
G2181	以弗所
G2182	發現者
G2183	日誌
G2184	每日的
G2185	臨到
G2186	在側
G2187	以法蓮
G2188	開了吧
G2189	敵對
G2190	可恨的
G2191	一種大毒蛇
G2192	持
G2193	直等到
G2194	西布倫
G2195	撒該
G2196	謝拉
G2197	撒迦利亞
G2198	活
G2199	西庇太
G2200	沸的
G2201	一對
G2202	繫結物
G2203	丟斯
G2204	熱
G2205	熱力
G2206	感到熱情
G2207	熱情者
G2208	奮銳黨徒
G2209	損害
G2210	受傷害
G2211	西納
G2212	尋求
G2213	搜查
G2214	搜查
G2215	毒麥
G2216	所羅巴伯
G2217	幽暗
G2218	聯接
G2219	酵
G2220	發酵
G2221	活捉
G2222	生命
G2223	名詞一帶
G2224	束捆
G2225	使之存活
G2226	活物
G2227	賦以活力
G2228	或
G2229	必然地
G2230	統治者的行動
G2231	統治
G2232	領導者
G2233	領導
G2234	舒適地
G2235	甚至
G2236	非常願意
G2237	官感的欣喜
G2238	有芬香味的植物
G2239	習常
G2240	到達
G2241	我的神
G2242	希里
G2243	以利亞
G2244	成熟
G2245	有如⋯那麼大
G2246	太陽
G2247	飾釘
G2248	我們
G2249	我們
G2250	日
G2251	我們的
G2252	我曾是
G2253	半死的
G2254	給我們
G2255	一半
G2256	半小時
G2257	我們的
G2258	他曾是
G2259	何時
G2260	過於
G2261	溫柔的
G2262	珥
G2263	安靜的
G2264	希律
G2265	希律的
G2266	希羅底
G2267	希羅天
G2268	以賽亞
G2269	以掃
G2270	安歇
G2271	沉靜
G2272	安靜
G2273	即或如此
G2274	使惡化
G2275	變壞
G2276	更壞
G2277	他該是
G2278	鳴
G2279	聲音
G2280	達太
G2281	海
G2282	餵養
G2283	他瑪
G2284	驚駭
G2285	驚慌失措
G2286	致命的
G2287	死亡-攜帶的
G2288	死亡
G2289	治死
G2290	埋葬
G2291	他拉
G2292	坦然無懼
G2293	放心
G2294	勇敢
G2295	驚訝
G2296	驚奇
G2297	驚奇地
G2298	驚奇的
G2299	女性的神
G2300	察看
G2301	顯示景象
G2302	公眾表演場所
G2303	硫磺
G2304	似神的
G2305	神性
G2306	硫磺-似的
G2307	決心
G2308	決心
G2309	決定
G2310	根基
G2311	立根基
G2312	由神所教訓的
G2313	抵抗神
G2314	神的對手
G2315	有神聖的吹氣的
G2316	神
G2317	敬虔
G2318	敬拜神
G2319	怨恨神的
G2320	神性
G2321	提阿非羅
G2322	侍者
G2323	服侍
G2324	僕人
G2325	收割
G2326	收穫
G2327	收割者
G2328	加熱
G2329	溫暖
G2330	熱
G2331	帖撒羅尼迦人
G2332	帖撒羅尼迦
G2333	丟大
G2334	觀看
G2335	觀察
G2336	鞘
G2337	哺奶
G2338	女性
G2339	打獵
G2340	獵取
G2341	鬥獸者
G2342	危險的動物
G2343	積蓄
G2344	財物
G2345	操作
G2346	擁擠
G2347	壓迫
G2348	死
G2349	該死的
G23490001	滋擾
G2350	被騷動
G2351	滋擾
G2352	壓服
G2353	家畜
G2354	哀悼
G2355	哭號
G2356	宗教
G2357	敬拜儀式的
G2358	組成歡呼行列
G2359	髮
G2360	喧鬧
G2361	大
G2362	有威嚴的座位
G2363	推雅推喇
G2364	女孩
G2365	小女孩
G2366	風暴
G2367	香櫞木造的
G2368	芬香
G2369	燻爐
G2370	煙燻
G2371	狂怒
G2372	熱情
G2373	發怒
G2374	大門
G2375	盾牌
G2376	透光孔
G2377	看門的
G2378	獻祭
G2379	祭壇
G2380	獻祭
G2381	多馬
G2382	胸
G2383	睚魯
G2384	雅各
G2385	雅各
G2386	醫治
G2387	佯庇
G2388	雅拿
G2389	雅尼
G2390	治好
G2391	雅列
G2392	治療
G2393	碧玉
G2394	耶孫
G2395	醫生
G2396	看哪
G2397	景象
G2398	私自的
G2399	無知小民
G2400	看哪
G2401	以土買
G2402	流汗
G2403	耶洗別
G2404	希拉波立
G2405	祭司行列
G2406	祭司的團體
G2407	作祭司
G2408	耶利米
G2409	祭司
G2410	耶利哥
G24100001	獻上為祭
G2411	聖殿
G2412	恭敬的
G2413	聖的
G2414	耶路撒冷
G2415	耶路撒冷的人
G2416	做殿宇強盜
G2417	殿宇掠奪者
G2418	作聖殿工作者
G2419	耶路撒冷
G2420	神聖
G2421	耶西
G2422	耶弗他
G2423	耶哥尼雅
G2424	耶穌
G2425	能勝任的
G2426	才幹
G2427	使能夠
G2428	乞求
G2429	潮濕
G2430	以哥念
G2431	慈祥的
G2432	快活
G2433	和好
G2434	贖罪
G2435	贖罪的
G2436	歡愉的
G2437	以利哩古
G2438	皮帶
G2439	穿上衣服
G2440	衣裳
G2441	服裝
G2442	熱望
G2443	為要
G2444	為甚麼
G2445	約帕
G2446	約但
G2447	銹
G2448	猶大
G2449	猶太
G2450	作猶太人
G2451	猶太人的
G2452	隨猶太人
G2453	猶太人
G2454	猶太教
G2455	猶大
G2456	猶利亞
G2457	猶流
G2458	猶尼亞
G2459	猶士都
G2460	騎兵
G2461	騎兵部隊
G2462	馬
G2463	虹
G2464	以撒
G2465	像天使
G2466	以薩迦
G2467	知道
G2468	你該是
G2469	加略居民
G2470	相似
G2471	相像
G2472	相等價值的
G2473	相似的心靈
G2474	以色列
G2475	以色列人
G2476	站
G2477	熟知
G2478	有力的
G2479	力量
G2480	有力
G2481	相像地
G2482	義大利
G2483	義大利的
G2484	以土利亞
G2485	小魚
G2486	魚
G2487	足跡
G2488	約坦
G2489	約亞拿
G2490	約亞拿
G2491	約翰
G2492	約伯
G2493	約珥
G2494	約南
G2495	約拿
G2496	約蘭
G2497	約令
G2498	約沙法
G2499	約細
G2500	約西
G2501	約瑟
G2502	約西亞
G2503	點
G2504	並且我
G2505	照此
G2506	毀壞
G2507	取下
G2508	潔淨
G2509	正如
G2510	捉住
G2511	洗淨
G2512	洗
G2513	潔淨的
G2514	潔淨
G2515	長椅
G2516	就座
G2517	其後
G2518	躺下休息
G2519	嚮導
G2520	抵達
G2521	使坐下
G2522	天天的
G2523	坐下
G2524	降下
G2525	設立
G2526	依照
G2527	全然地
G2528	充分武裝
G2529	全然注視
G2530	照那確事
G2531	如同
G25310001	正像⋯一樣
G2532	與
G2533	該亞法
G2534	並且
G2535	該隱
G2536	該南
G2537	新
G2538	更新
G2539	並且
G2540	時機
G2541	該撒
G2542	該撒利亞
G2543	而尚
G2544	其實
G2545	燒
G2546	也在該處
G2547	從那裏
G2548	那也
G2549	惡劣
G2550	壞品性
G2551	誹謗
G2552	困苦
G2553	受苦難
G2554	成為作惡者
G2555	作惡者
G2556	卑劣的
G2557	犯罪的人
G2558	虐待
G2559	傷害
G2560	惡劣地
G2561	虐待
G2562	穀類的莖
G2563	蘆葦
G2564	召
G2565	栽植的橄欖樹
G2566	比一般好
G2567	善的教師
G2568	佳澳
G2569	行好
G2570	美好的
G2571	蓋
G2572	遮蓋
G2573	好
G2574	駱駝
G2575	火爐
G2576	關閉
G2577	辛勞
G2578	屈
G2579	而若是
G2580	迦拿
G2581	奮銳黨
G2582	干大基
G2583	準則
G2584	迦百農
G2585	零售
G2586	煙
G2587	多帕多家
G2588	心
G2589	知道人心者
G2590	果實
G2591	加布
G2592	多產的
G2593	結果子
G2594	堅忍
G2595	乾枝
G2596	下
G2597	降下
G2598	摔下去
G2599	打擾
G2600	下傾的斜面
G2601	推下去
G2602	堆積
G2603	不發給獎品
G2604	宣佈者
G2605	宣佈
G2606	嘲笑
G2607	表示反對
G2608	碎裂
G26080001	寫下
G2609	引到
G2610	努力對抗
G2611	包紮傷口
G2612	顯示出來
G2613	判罪
G26130001	法庭宣判
G2614	追捕
G2615	全然被奴役
G2616	實施統制
G2617	使蒙羞
G2618	焚毀
G2619	完全遮蓋
G2620	誇勝
G2621	躺下
G2622	擘開
G2623	關鎖
G2624	照籤分給人
G2625	斜躺下
G2626	沖去
G2627	氾濫
G2628	緊密陪伴
G2629	砍下
G2630	推下去
G2631	定罪
G2632	判罪
G2633	判定有罪
G26330001	彎下腰
G2634	統治
G2635	誹謗
G2636	中傷
G2637	好說讒言的
G2638	抓住
G2639	登記
G2640	殘餘
G2641	留下
G2642	用石頭打死
G2643	交換
G2644	互相變更
G2645	餘剩的
G2646	旅程的解除
G2647	鬆弛下來
G2648	透徹的學
G2649	作證控告
G2650	完全停住
G2651	單獨
G2652	咒詛
G2653	發咒
G2654	完全的毀滅
G2655	成了完全麻木
G2656	頷首
G2657	觀看
G2658	抵達
G2659	刺痛之感覺
G2660	刺透
G2661	視為完全應得的
G2662	蹂躪
G2663	安歇
G2664	歇息
G2665	幔子
G2666	喝下去
G2667	仆倒
G2668	航近某地
G2669	過份勞苦
G2670	沉陷
G2671	咒詛
G2672	咒罵
G2673	使完全無用
G2674	計算在其中
G2675	徹底完成
G2676	完全裝備
G2677	完全的供應
G2678	向下擺動
G2679	暗中破壞
G2680	預備齊了
G2681	紮營
G2682	宿營
G2683	庇護
G2684	守衛
G2685	探子
G2686	狡猾地對抗
G2687	平靖
G2688	位置
G2689	存放
G2690	顛倒
G2691	放縱情慾
G2692	推倒
G2693	覆沒
G2694	拉下來
G2695	殺掉
G2696	嚴密封住
G2697	保有
G2698	安放
G2699	割去
G2700	射死
G2701	跑下去
G2702	壓下
G2703	逃去
G2704	完全變壞
G2705	熱切親嘴
G2706	有反感
G2707	輕慢者
G2708	傾倒下來
G2709	地底下的
G2710	濫用
G2711	冷靜下來
G2712	熱衷於拜偶像的
G2713	對面
G2714	在⋯面前
G2715	有完全的特權
G2716	全部地工作
G2718	下來
G2719	吞喫
G2720	完全的修直
G27200001	祝福
G2721	起來攻擊
G2722	緊握
G2723	提出控告
G2724	原告
G2725	會議中反對某人
G2726	愁悶
G2727	充滿聲音
G2728	生銹
G2729	壓服
G2730	定居
G2731	住所
G2732	住處
G2733	住處
G2734	對鏡觀看
G2735	完全正直
G2736	向下地
G2737	較低下
G2738	燒傷
G2739	燃燒
G2740	在燃燒
G2741	放火燒
G2742	強烈閃光
G2743	打烙印
G2744	誇耀
G2745	自誇
G2746	誇口
G2747	堅革哩
G2748	汲淪
G2749	躺臥
G2750	布葦
G2751	剪
G2752	激勵的呼喊
G2753	激勵
G2754	虛榮
G2755	虛榮的
G2756	虛空的
G2757	空的響聲
G2758	成空
G2759	尖
G2760	百夫長
G2761	徒然
G2762	點
G2763	陶匠
G2764	陶器的
G2765	陶器瓶子
G2766	陶器
G2767	混合
G2768	角
G2769	似角狀之物
G2770	得利
G2771	獲利
G2772	銀錢
G2773	兌換銀錢者
G2774	首要的
G2775	擊打頭
G2776	頭
G2777	節
G2778	稅金
G2779	花園
G2780	園丁
G2781	蜂房
G2782	宣告
G2783	報信者
G2784	宣布
G2785	大魚
G2786	磯法
G2787	木櫃
G2788	豎琴
G2789	彈豎琴
G2790	豎琴-歌手
G2791	基利家
G2792	肉桂
G2793	經歷危險
G2794	危險
G2795	移動
G2796	行動
G2797	基士
G2798	小枝
G2799	嗚咽
G2800	破裂
G2801	片
G2802	高大
G2803	革老底亞
G2804	革老丟
G2805	哀哭
G2806	破碎
G2807	鑰匙
G2808	關
G2809	竊取
G2810	革流巴
G2811	名望
G2812	賊
G2813	偷竊
G2814	藤
G2815	革利免
G2816	承受
G2817	承受產業
G2818	承繼人
G2819	鬮
G2820	分派基業
G2821	邀請
G2822	被邀請的
G2823	泥土塑成的烤爐
G2824	斜坡
G2825	臥榻
G28250001	小床
G2826	草床
G2827	傾斜
G2828	一群
G2829	偷盜
G2830	海中巨浪
G2831	被巨浪所顛簸
G2832	革羅罷
G2833	搔癢
G2834	革尼土
G2835	羅馬銅幣
G2836	腔
G2837	使安睡
G2838	睡眠
G2839	公用
G2840	玷污
G2841	分享
G2842	合夥
G2843	相通的
G2844	分享者
G2845	床
G2846	寢室
G2847	深紅色的
G2848	子粒
G2849	減縮
G2850	諂媚
G2851	刑罰
G2852	拳打
G2853	黏
G2854	眼葯
G2855	兌換銀錢者
G2856	剪短
G2857	歌羅西
G2858	歌羅西人
G2859	胸懷
G2860	跳入水中
G2861	潛水處
G2862	殖民地
G2863	有長髮髻
G2864	頭髮
G2865	供給
G2866	在復原中
G2867	粉刷
G2868	灰塵
G2869	困倦
G2870	悲哀
G2871	殺戳
G2872	辛勞
G2873	切
G2874	肥料
G2875	砍
G2876	烏鴉
G2877	小女孩
G2878	許願的奉獻
G2879	可拉
G2880	填塞
G2881	哥林多人
G2882	哥林多
G2883	哥尼流
G2884	柯珥
G2885	裝飾
G2886	現世的
G2887	有秩序的
G2888	世界統治者
G2889	有秩序的排列
G2890	括土
G2891	古米
G2892	監視
G2893	卸去負擔
G2894	籃子
G2895	蓆墊
G2896	哇哇叫
G2897	因酗酒而頭痛
G2898	頭蓋骨
G2899	邊緣
G2900	有權能的
G2901	加能力
G2902	用力氣
G2903	極有能力的
G2904	活力
G2905	喧鬧
G2906	喧嚷
G2907	食用肉
G2908	更好
G2909	更強
G2910	掛
G2911	懸垂
G2912	革哩底人
G2913	革勒士
G2914	革哩底
G2915	大麥
G2916	大麥製的
G2917	判決
G2918	百合花
G2919	辨別
G2920	判決
G2921	基利司布
G2922	法規
G2923	審判官
G2924	鑒別
G2925	敲擊
G2926	隱藏處
G2927	隱藏
G2928	隱藏
G2929	使如冰
G2930	冰
G2931	私下地
G2932	得到
G2933	獲得物
G2934	財產
G2935	業主
G2936	創造
G2937	原始的構成
G2938	受造之物
G2939	創造者
G2940	賭博
G2941	領導
G2942	舵手
G2943	周圍
G2944	環繞
G2945	在圈內
G2946	翻滾
G2947	轉
G2948	跛殘的
G2949	巨浪
G2950	鈸
G2951	茴香
G2952	小狗
