1	G70971	Βίβλος
1050	G70010	Ἀβραάμ
1051	G72225	ἤδη
1052	G71158	δὲ
1053	G73459	ἡ
1054	G70514	ἀξίνη
1055	G74182	πρὸς
1056	G73459	τὴν
1057	G74357	ῥίζαν
1058	G73459	τῶν
1059	G71183	δένδρων
1060	G72734	κεῖται
1061	G73827	πᾶν
1062	G73640	οὖν
1063	G71183	δένδρον
1064	G73244	μὴ
1065	G74030	ποιοῦν
1066	G72573	καρπὸν
1067	G72553	καλὸν
1068	G71572	ἐκκόπτεται
1069	G72518	καὶ
1070	G71511	εἰς
1071	G74309	πῦρ
1072	G70902	βάλλεται
1073	G71476	Ἐγὼ
1074	G73183	μὲν
1075	G74631	ὑμᾶς
1076	G70903	βαπτίζω
1077	G71713	ἐν
1078	G75054	ὕδατι
1079	G71511	εἰς
1080	G73223	μετάνοιαν
1081	G73459	ὁ
1082	G71158	δὲ
1083	G73569	ὀπίσω
1084	G71476	μου
1085	G72056	ἐρχόμενος
1086	G72460	ἰσχυρότερός
1087	G71476	μού
1088	G71503	ἐστιν
1089	G73613	οὗ
1090	G73628	οὐκ
1091	G71503	εἰμὶ
1092	G72410	ἱκανὸς
1093	G73459	τὰ
1094	G75112	ὑποδήματα
1095	G70936	βαστάσαι
1096	G70838	αὐτὸς
1097	G74631	ὑμᾶς
1098	G70903	βαπτίσει
1099	G71713	ἐν
1100	G74021	πνεύματι
1101	G70041	ἁγίῳ
1102	G72518	καὶ
1103	G74309	πυρί
1104	G73613	οὗ
1105	G73459	τὸ
1106	G74291	πτύον
1107	G71713	ἐν
1108	G73459	τῇ
1109	G75339	χειρὶ
1110	G70838	αὐτοῦ
1111	G72518	καὶ
1112	G71242	διακαθαριεῖ
1113	G73459	τὴν
1114	G70259	ἅλωνα
1115	G70838	αὐτοῦ
1116	G72518	καὶ
1117	G74724	συνάξει
1118	G73459	τὸν
1119	G74484	σῖτον
1120	G70838	αὐτοῦ
1121	G71511	εἰς
1122	G73459	τὴν
1123	G70592	ἀποθήκην
1124	G73459	τὸ
1125	G71158	δὲ
1126	G70887	ἄχυρον
1127	G72604	κατακαύσει
1128	G74309	πυρὶ
1129	G70754	ἀσβέστῳ
1130	G74976	Τότε
1131	G73725	παραγίνεται
1132	G73459	ὁ
1133	G72409	Ἰησοῦς
1134	G70571	ἀπὸ
1135	G73459	τῆς
1136	G71052	Γαλιλαίας
1137	G71902	ἐπὶ
1138	G73459	τὸν
1139	G72430	Ἰορδάνην
1140	G74182	πρὸς
1141	G73459	τὸν
1142	G72473	Ἰωάννην
1143	G73459	τοῦ
1144	G70903	βαπτισθῆναι
1145	G75105	ὑπ’
1146	G70838	αὐτοῦ
1147	G73459	ὁ
1148	G71158	δὲ
1149	G72473	Ἰωάννης
1150	G71251	διεκώλυεν
1151	G70838	αὐτὸν
1152	G72989	λέγων
1153	G71476	Ἐγὼ
1154	G75373	χρείαν
1155	G72182	ἔχω
1156	G75105	ὑπὸ
1157	G74631	σοῦ
1158	G70903	βαπτισθῆναι
1159	G72518	καὶ
1160	G74631	σὺ
1161	G72056	ἔρχῃ
1162	G74182	πρός
1163	G71476	με
1164	G70607	ἀποκριθεὶς
1165	G71158	δὲ
1166	G73459	ὁ
1167	G72409	Ἰησοῦς
1168	G72989	εἶπεν
1169	G74182	πρὸς
1170	G70838	αὐτόν
1171	G70856	Ἄφες
1172	G70730	ἄρτι
1173	G73652	οὕτως
1174	G71060	γὰρ
1175	G74110	πρέπον
1176	G71503	ἐστὶν
1177	G71476	ἡμῖν
1178	G74007	πληρῶσαι
1179	G73827	πᾶσαν
1180	G71341	δικαιοσύνην
1181	G74976	τότε
1182	G70856	ἀφίησιν
1183	G70838	αὐτόν
1184	G70903	βαπτισθεὶς
1185	G71158	δὲ
1186	G73459	ὁ
1187	G72409	Ἰησοῦς
1188	G72106	εὐθὺς
1189	G70309	ἀνέβη
1190	G70571	ἀπὸ
1191	G73459	τοῦ
1192	G75054	ὕδατος
1193	G72518	καὶ
1194	G72384	ἰδοὺ
1195	G70457	ἠνεῴχθησαν
1196	G73459	οἱ
1197	G73645	οὐρανοί
1198	G72518	καὶ
1199	G73583	εἶδεν
1200	G74021	πνεῦμα
1201	G72301	θεοῦ
1202	G72580	καταβαῖνον
1203	G75455	ὡσεὶ
1204	G73930	περιστερὰν
1205	G72056	ἐρχόμενον
1206	G71902	ἐπ’
1207	G70838	αὐτόν
1208	G72518	καὶ
1209	G72384	ἰδοὺ
1210	G75300	φωνὴ
1211	G71527	ἐκ
1212	G73459	τῶν
1213	G73645	οὐρανῶν
1214	G72989	λέγουσα
1215	G73651	Οὗτός
1216	G71503	ἐστιν
1217	G73459	ὁ
1218	G75057	υἱός
1219	G71476	μου
1220	G73459	ὁ
1221	G70027	ἀγαπητός
1222	G71713	ἐν
1223	G73613	ᾧ
1224	G72094	εὐδόκησα
1225	G74976	Τότε
1226	G73459	ὁ
1227	G72409	Ἰησοῦς
1228	G70326	ἀνήχθη
1229	G71511	εἰς
1230	G73459	τὴν
1231	G72040	ἔρημον
1232	G75105	ὑπὸ
1233	G73459	τοῦ
1234	G74021	πνεύματος
1235	G73856	πειρασθῆναι
1236	G75105	ὑπὸ
1237	G73459	τοῦ
1238	G71224	διαβόλου
1239	G72518	καὶ
1240	G73394	νηστεύσας
1241	G72238	ἡμέρας
1242	G74921	τεσσεράκοντα
1243	G72518	καὶ
1244	G73442	νύκτας
1245	G74921	τεσσεράκοντα
1246	G75153	ὕστερον
1247	G73854	ἐπείνασεν
1248	G72518	καὶ
1249	G74201	προσελθὼν
1250	G73459	ὁ
1251	G73856	πειράζων
1252	G72989	εἶπεν
1253	G70838	αὐτῷ
1254	G71489	Εἰ
1255	G75057	υἱὸς
1256	G71503	εἶ
1257	G73459	τοῦ
1258	G72301	θεοῦ
1259	G72989	εἰπὲ
1260	G72427	ἵνα
1261	G73459	οἱ
1262	G73023	λίθοι
1263	G73651	οὗτοι
1264	G70733	ἄρτοι
1265	G71093	γένωνται
1266	G73459	ὁ
1267	G71158	δὲ
1268	G70607	ἀποκριθεὶς
1269	G72989	εἶπεν
1270	G71122	Γέγραπται
1271	G73628	Οὐκ
1272	G71902	ἐπ’
1273	G70733	ἄρτῳ
1274	G73315	μόνῳ
1275	G72188	ζήσεται
1276	G73459	ὁ
1277	G70448	ἄνθρωπος
1278	G70236	ἀλλ’
1279	G71902	ἐπὶ
1280	G73827	παντὶ
1281	G74353	ῥήματι
1282	G71600	ἐκπορευομένῳ
1283	G71219	διὰ
1284	G74612	στόματος
1285	G72301	θεοῦ
1286	G74976	Τότε
1287	G73749	παραλαμβάνει
1288	G70838	αὐτὸν
1289	G73459	ὁ
1290	G71224	διάβολος
1291	G71511	εἰς
1292	G73459	τὴν
1293	G70041	ἁγίαν
1294	G74042	πόλιν
1295	G72518	καὶ
1296	G72458	ἔστησεν
1297	G70838	αὐτὸν
1298	G71902	ἐπὶ
1299	G73459	τὸ
1300	G74285	πτερύγιον
1301	G73459	τοῦ
1302	G72398	ἱεροῦ
1303	G72518	καὶ
1304	G72989	λέγει
1305	G70838	αὐτῷ
1306	G71489	Εἰ
1307	G75057	υἱὸς
1308	G71503	εἶ
1309	G73459	τοῦ
1310	G72301	θεοῦ
1311	G70902	βάλε
1312	G74432	σεαυτὸν
1313	G72718	κάτω
1314	G71122	γέγραπται
1315	G71060	γὰρ
1316	G73627	ὅτι
1317	G73459	Τοῖς
1318	G70033	ἀγγέλοις
1319	G70838	αὐτοῦ
1320	G71774	ἐντελεῖται
1321	G73883	περὶ
1322	G74631	σοῦ
1323	G72518	καὶ
1324	G71902	ἐπὶ
1325	G75339	χειρῶν
1326	G70144	ἀροῦσίν
1327	G74631	σε
1328	G73259	μήποτε
1329	G74218	προσκόψῃς
1330	G74182	πρὸς
1331	G73023	λίθον
1332	G73459	τὸν
1333	G74098	πόδα
1334	G74631	σου
1335	G75192	ἔφη
1336	G70838	αὐτῷ
1337	G73459	ὁ
1338	G72409	Ἰησοῦς
1339	G73697	Πάλιν
1340	G71122	γέγραπται
1341	G73628	Οὐκ
1342	G71589	ἐκπειράσεις
1343	G72949	κύριον
1344	G73459	τὸν
1345	G72301	θεόν
1346	G74631	σου
1347	G73697	Πάλιν
1348	G73749	παραλαμβάνει
1349	G70838	αὐτὸν
1350	G73459	ὁ
1351	G71224	διάβολος
1352	G71511	εἰς
1353	G73609	ὄρος
1354	G75155	ὑψηλὸν
1355	G73015	λίαν
1356	G72518	καὶ
1357	G71163	δείκνυσιν
1358	G70838	αὐτῷ
1359	G73827	πάσας
1360	G73459	τὰς
1361	G70927	βασιλείας
1362	G73459	τοῦ
1363	G72875	κόσμου
1364	G72518	καὶ
1365	G73459	τὴν
1366	G71392	δόξαν
1367	G70838	αὐτῶν
1368	G72518	καὶ
1369	G72989	εἶπεν
1370	G70838	αὐτῷ
1371	G73651	Ταῦτά
1372	G74631	σοι
1373	G73827	πάντα
1374	G71322	δώσω
1375	G71438	ἐὰν
1376	G73971	πεσὼν
1377	G74220	προσκυνήσῃς
1378	G71476	μοι
1379	G74976	τότε
1380	G72989	λέγει
1381	G70838	αὐτῷ
1382	G73459	ὁ
1383	G72409	Ἰησοῦς
1384	G75063	Ὕπαγε
1385	G74428	Σατανᾶ
1386	G71122	γέγραπται
1387	G71060	γάρ
1388	G72949	Κύριον
1389	G73459	τὸν
1390	G72301	θεόν
1391	G74631	σου
1392	G74220	προσκυνήσεις
1393	G72518	καὶ
1394	G70838	αὐτῷ
1395	G73315	μόνῳ
1396	G72986	λατρεύσεις
1397	G74976	τότε
1398	G70856	ἀφίησιν
1399	G70838	αὐτὸν
1400	G73459	ὁ
1401	G71224	διάβολος
1402	G72518	καὶ
1403	G72384	ἰδοὺ
1404	G70033	ἄγγελοι
1405	G74201	προσῆλθον
1406	G72518	καὶ
1407	G71244	διηκόνουν
1408	G70838	αὐτῷ
1409	G70190	Ἀκούσας
1410	G71158	δὲ
1411	G73627	ὅτι
1412	G72473	Ἰωάννης
1413	G73730	παρεδόθη
1414	G70405	ἀνεχώρησεν
1415	G71511	εἰς
1416	G73459	τὴν
1417	G71052	Γαλιλαίαν
1418	G72518	καὶ
1419	G72626	καταλιπὼν
1420	G73459	τὴν
1421	G73350	Ναζαρὰ
1422	G72056	ἐλθὼν
1423	G72712	κατῴκησεν
1424	G71511	εἰς
1425	G72731	Καφαρναοὺμ
1426	G73459	τὴν
1427	G73734	παραθαλασσίαν
1428	G71713	ἐν
1429	G73599	ὁρίοις
1430	G72184	Ζαβουλὼν
1431	G72518	καὶ
1432	G73380	Νεφθαλίμ
1433	G72427	ἵνα
1434	G74007	πληρωθῇ
1435	G73459	τὸ
1436	G72989	ῥηθὲν
1437	G71219	διὰ
1438	G72252	Ἠσαΐου
1439	G73459	τοῦ
1440	G74262	προφήτου
1441	G72989	λέγοντος
1442	G71090	Γῆ
1443	G72184	Ζαβουλὼν
1444	G72518	καὶ
1445	G71090	γῆ
1446	G73380	Νεφθαλίμ
1447	G73469	ὁδὸν
1448	G72265	θαλάσσης
1449	G73879	πέραν
1450	G73459	τοῦ
1451	G72430	Ἰορδάνου
1452	G71052	Γαλιλαία
1453	G73459	τῶν
1454	G71487	ἐθνῶν
1455	G73459	ὁ
1456	G72981	λαὸς
1457	G73459	ὁ
1458	G72506	καθήμενος
1459	G71713	ἐν
1460	G74516	σκοτίᾳ
1461	G75301	φῶς
1462	G73583	εἶδεν
1463	G73156	μέγα
1464	G72518	καὶ
1465	G73459	τοῖς
1466	G72506	καθημένοις
1467	G71713	ἐν
1468	G75403	χώρᾳ
1469	G72518	καὶ
1470	G74502	σκιᾷ
1471	G72273	θανάτου
1472	G75301	φῶς
1473	G70396	ἀνέτειλεν
1474	G70838	αὐτοῖς
1475	G70571	Ἀπὸ
1476	G74976	τότε
1477	G70749	ἤρξατο
1478	G73459	ὁ
1479	G72409	Ἰησοῦς
1480	G72769	κηρύσσειν
1481	G72518	καὶ
1482	G72989	λέγειν
1483	G73222	Μετανοεῖτε
1484	G71449	ἤγγικεν
1485	G71060	γὰρ
1486	G73459	ἡ
1487	G70927	βασιλεία
1488	G73459	τῶν
1489	G73645	οὐρανῶν
1490	G73915	Περιπατῶν
1491	G71158	δὲ
1492	G73715	παρὰ
1493	G73459	τὴν
1494	G72265	θάλασσαν
1495	G73459	τῆς
1496	G71052	Γαλιλαίας
1497	G73583	εἶδεν
1498	G71417	δύο
1499	G70081	ἀδελφούς
1500	G74474	Σίμωνα
1501	G73459	τὸν
1502	G72989	λεγόμενον
1503	G73946	Πέτρον
1504	G72518	καὶ
1505	G70409	Ἀνδρέαν
1506	G73459	τὸν
1507	G70081	ἀδελφὸν
1508	G70838	αὐτοῦ
1509	G70902	βάλλοντας
1510	G70297	ἀμφίβληστρον
1511	G71511	εἰς
1512	G73459	τὴν
1513	G72265	θάλασσαν
1514	G71503	ἦσαν
1515	G71060	γὰρ
1516	G70232	ἁλιεῖς
1517	G72518	καὶ
1518	G72989	λέγει
1519	G70838	αὐτοῖς
1520	G71203	Δεῦτε
1521	G73569	ὀπίσω
1522	G71476	μου
1523	G72518	καὶ
1524	G74030	ποιήσω
1525	G74631	ὑμᾶς
1526	G70232	ἁλιεῖς
1527	G70448	ἀνθρώπων
1528	G73459	οἱ
1529	G71158	δὲ
1530	G72100	εὐθέως
1531	G70856	ἀφέντες
1532	G73459	τὰ
1533	G71348	δίκτυα
1534	G70189	ἠκολούθησαν
1535	G70838	αὐτῷ
1536	G72518	Καὶ
1537	G74129	προβὰς
1538	G71554	ἐκεῖθεν
1539	G73583	εἶδεν
1540	G70245	ἄλλους
1541	G71417	δύο
1542	G70081	ἀδελφούς
1543	G72370	Ἰάκωβον
1544	G73459	τὸν
1545	G73459	τοῦ
1546	G72189	Ζεβεδαίου
1547	G72518	καὶ
1548	G72473	Ἰωάννην
1549	G73459	τὸν
1550	G70081	ἀδελφὸν
1551	G70838	αὐτοῦ
1552	G71713	ἐν
1553	G73459	τῷ
1554	G74013	πλοίῳ
1555	G73208	μετὰ
1556	G72189	Ζεβεδαίου
1557	G73459	τοῦ
1558	G73833	πατρὸς
1559	G70838	αὐτῶν
1560	G72657	καταρτίζοντας
1561	G73459	τὰ
1562	G71348	δίκτυα
1563	G70838	αὐτῶν
1564	G72518	καὶ
1565	G72549	ἐκάλεσεν
1566	G70838	αὐτούς
1567	G73459	οἱ
1568	G71158	δὲ
1569	G72100	εὐθέως
1570	G70856	ἀφέντες
1571	G73459	τὸ
1572	G74013	πλοῖον
1573	G72518	καὶ
1574	G73459	τὸν
1575	G73833	πατέρα
1576	G70838	αὐτῶν
1577	G70189	ἠκολούθησαν
1578	G70838	αὐτῷ
1579	G72518	Καὶ
1580	G73884	περιῆγεν
1581	G71713	ἐν
1582	G73524	ὅλῃ
1583	G73459	τῇ
1584	G71052	Γαλιλαίᾳ
1585	G71318	διδάσκων
1586	G71713	ἐν
1587	G73459	ταῖς
1588	G74725	συναγωγαῖς
1589	G70838	αὐτῶν
1590	G72518	καὶ
1591	G72769	κηρύσσων
1592	G73459	τὸ
1593	G72085	εὐαγγέλιον
1594	G73459	τῆς
1595	G70927	βασιλείας
1596	G72518	καὶ
1597	G72308	θεραπεύων
1598	G73827	πᾶσαν
1599	G73424	νόσον
1600	G72518	καὶ
1601	G73827	πᾶσαν
1602	G73106	μαλακίαν
1603	G71713	ἐν
1604	G73459	τῷ
1605	G72981	λαῷ
1606	G72518	καὶ
1607	G70563	ἀπῆλθεν
1608	G73459	ἡ
1609	G70188	ἀκοὴ
1610	G70838	αὐτοῦ
1611	G71511	εἰς
1612	G73524	ὅλην
1613	G73459	τὴν
1614	G74810	Συρίαν
1615	G72518	καὶ
1616	G74242	προσήνεγκαν
1617	G70838	αὐτῷ
1618	G73827	πάντας
1619	G73459	τοὺς
1620	G72545	κακῶς
1621	G72182	ἔχοντας
1622	G74034	ποικίλαις
1623	G73424	νόσοις
1624	G72518	καὶ
1625	G70926	βασάνοις
1626	G74771	συνεχομένους
1627	G71135	δαιμονιζομένους
1628	G72518	καὶ
1629	G74443	σεληνιαζομένους
1630	G72518	καὶ
1631	G73755	παραλυτικούς
1632	G72518	καὶ
1633	G72308	ἐθεράπευσεν
1634	G70838	αὐτούς
1635	G72518	καὶ
1636	G70189	ἠκολούθησαν
1637	G70838	αὐτῷ
1638	G73666	ὄχλοι
1639	G74054	πολλοὶ
1640	G70571	ἀπὸ
1641	G73459	τῆς
1642	G71052	Γαλιλαίας
1643	G72518	καὶ
1644	G71176	Δεκαπόλεως
1645	G72518	καὶ
1646	G72399	Ἱεροσολύμων
1647	G72518	καὶ
1648	G72432	Ἰουδαίας
1649	G72518	καὶ
1650	G73879	πέραν
1651	G73459	τοῦ
1652	G72430	Ἰορδάνου
1653	G73583	Ἰδὼν
1654	G71158	δὲ
1655	G73459	τοὺς
1656	G73666	ὄχλους
1657	G70309	ἀνέβη
1658	G71511	εἰς
1659	G73459	τὸ
1660	G73609	ὄρος
1661	G72518	καὶ
1662	G72508	καθίσαντος
1663	G70838	αὐτοῦ
1664	G74201	προσῆλθαν
1665	G70838	αὐτῷ
1666	G73459	οἱ
1667	G73086	μαθηταὶ
1668	G70838	αὐτοῦ
1669	G72518	καὶ
1670	G70457	ἀνοίξας
1671	G73459	τὸ
1672	G74612	στόμα
1673	G70838	αὐτοῦ
1674	G71318	ἐδίδασκεν
1675	G70838	αὐτοὺς
1676	G72989	λέγων
1677	G73094	Μακάριοι
1678	G73459	οἱ
1679	G74300	πτωχοὶ
1680	G73459	τῷ
1681	G74021	πνεύματι
1682	G73627	ὅτι
1683	G70838	αὐτῶν
1684	G71503	ἐστιν
1685	G73459	ἡ
1686	G70927	βασιλεία
1687	G73459	τῶν
1688	G73645	οὐρανῶν
1689	G73094	μακάριοι
1690	G73459	οἱ
1691	G73867	πενθοῦντες
1692	G73627	ὅτι
1693	G70838	αὐτοὶ
1694	G73740	παρακληθήσονται
1695	G73094	μακάριοι
1696	G73459	οἱ
1697	G74108	πραεῖς
1698	G73627	ὅτι
1699	G70838	αὐτοὶ
1700	G72800	κληρονομήσουσι
1701	G73459	τὴν
1702	G71090	γῆν
1703	G73094	μακάριοι
1704	G73459	οἱ
1705	G73854	πεινῶντες
1706	G72518	καὶ
1707	G71372	διψῶντες
1708	G73459	τὴν
1709	G71341	δικαιοσύνην
1710	G73627	ὅτι
1711	G70838	αὐτοὶ
1712	G75367	χορτασθήσονται
1713	G73094	μακάριοι
1714	G73459	οἱ
1715	G71648	ἐλεήμονες
1716	G73627	ὅτι
1717	G70838	αὐτοὶ
1718	G71641	ἐλεηθήσονται
1719	G73094	μακάριοι
1720	G73459	οἱ
1721	G72498	καθαροὶ
1722	G73459	τῇ
1723	G72571	καρδίᾳ
1724	G73627	ὅτι
1725	G70838	αὐτοὶ
1726	G73459	τὸν
1727	G72301	θεὸν
1728	G73583	ὄψονται
1729	G73094	μακάριοι
1730	G73459	οἱ
1731	G71510	εἰρηνοποιοί
1732	G73627	ὅτι
1733	G70838	αὐτοὶ
1734	G75057	υἱοὶ
1735	G72301	θεοῦ
1736	G72549	κληθήσονται
1737	G73094	μακάριοι
1738	G73459	οἱ
1739	G71377	δεδιωγμένοι
1740	G71744	ἕνεκεν
1741	G71341	δικαιοσύνης
1742	G73627	ὅτι
1743	G70838	αὐτῶν
1744	G71503	ἐστιν
1745	G73459	ἡ
1746	G70927	βασιλεία
1747	G73459	τῶν
1748	G73645	οὐρανῶν
1749	G73094	μακάριοί
1750	G71503	ἐστε
1751	G73625	ὅταν
1752	G73554	ὀνειδίσωσιν
1753	G74631	ὑμᾶς
1754	G72518	καὶ
1755	G71377	διώξωσιν
1756	G72518	καὶ
1757	G72989	εἴπωσιν
1758	G73827	πᾶν
1759	G74061	πονηρὸν
1760	G72579	καθ’
1761	G74631	ὑμῶν
1762	G75416	ψευδόμενοι
1763	G71744	ἕνεκεν
1764	G71476	ἐμοῦ
1765	G75307	χαίρετε
1766	G72518	καὶ
1767	G70021	ἀγαλλιᾶσθε
1768	G73627	ὅτι
1769	G73459	ὁ
1770	G73284	μισθὸς
1771	G74631	ὑμῶν
1772	G74054	πολὺς
1773	G71713	ἐν
1774	G73459	τοῖς
1775	G73645	οὐρανοῖς
1776	G73652	οὕτως
1777	G71060	γὰρ
1778	G71377	ἐδίωξαν
1779	G73459	τοὺς
1780	G74262	προφήτας
1781	G73459	τοὺς
1782	G74122	πρὸ
1783	G74631	ὑμῶν
1784	G74631	Ὑμεῖς
1785	G71503	ἐστε
1786	G73459	τὸ
1787	G70218	ἅλας
1788	G73459	τῆς
1789	G71090	γῆς
1790	G71438	ἐὰν
1791	G71158	δὲ
1792	G73459	τὸ
1793	G70218	ἅλας
1794	G73343	μωρανθῇ
1795	G71713	ἐν
1796	G74958	τίνι
1797	G70234	ἁλισθήσεται
1798	G71511	εἰς
1799	G73635	οὐδὲν
1800	G72462	ἰσχύει
1801	G72076	ἔτι
1802	G71489	εἰ
1803	G73244	μὴ
1804	G70902	βληθὲν
1805	G71846	ἔξω
1806	G72644	καταπατεῖσθαι
1807	G75105	ὑπὸ
1808	G73459	τῶν
1809	G70448	ἀνθρώπων
1810	G74631	Ὑμεῖς
1811	G71503	ἐστε
1812	G73459	τὸ
1813	G75301	φῶς
1814	G73459	τοῦ
1815	G72875	κόσμου
1816	G73628	οὐ
1817	G71410	δύναται
1818	G74042	πόλις
1819	G72913	κρυβῆναι
1820	G71876	ἐπάνω
1821	G73609	ὄρους
1822	G72734	κειμένη
1823	G73634	οὐδὲ
1824	G72530	καίουσιν
1825	G73073	λύχνον
1826	G72518	καὶ
1827	G74944	τιθέασιν
1828	G70838	αὐτὸν
1829	G75105	ὑπὸ
1830	G73459	τὸν
1831	G73300	μόδιον
1832	G70236	ἀλλ’
1833	G71902	ἐπὶ
1834	G73459	τὴν
1835	G73072	λυχνίαν
1836	G72518	καὶ
1837	G72976	λάμπει
1838	G73827	πᾶσιν
1839	G73459	τοῖς
1840	G71713	ἐν
1841	G73459	τῇ
1842	G73486	οἰκίᾳ
1843	G73652	οὕτως
1844	G72976	λαμψάτω
1845	G73459	τὸ
1846	G75301	φῶς
1847	G74631	ὑμῶν
1848	G71706	ἔμπροσθεν
1849	G73459	τῶν
1850	G70448	ἀνθρώπων
1851	G73579	ὅπως
1852	G73583	ἴδωσιν
1853	G74631	ὑμῶν
1854	G73459	τὰ
1855	G72553	καλὰ
1856	G72034	ἔργα
1857	G72518	καὶ
1858	G71393	δοξάσωσιν
1859	G73459	τὸν
1860	G73833	πατέρα
1861	G74631	ὑμῶν
1862	G73459	τὸν
1863	G71713	ἐν
1864	G73459	τοῖς
1865	G73645	οὐρανοῖς
1866	G73244	Μὴ
1867	G73414	νομίσητε
1868	G73627	ὅτι
1869	G72056	ἦλθον
1870	G72632	καταλῦσαι
1871	G73459	τὸν
1872	G73422	νόμον
1873	G72219	ἢ
1874	G73459	τοὺς
1875	G74262	προφήτας
1876	G73628	οὐκ
1877	G72056	ἦλθον
1878	G72632	καταλῦσαι
1879	G70236	ἀλλὰ
1880	G74007	πληρῶσαι
1881	G70283	ἀμὴν
1882	G71060	γὰρ
1883	G72989	λέγω
1884	G74631	ὑμῖν
1885	G72183	ἕως
1886	G70306	ἂν
1887	G73799	παρέλθῃ
1888	G73459	ὁ
1889	G73645	οὐρανὸς
1890	G72518	καὶ
1891	G73459	ἡ
1892	G71090	γῆ
1893	G72488	ἰῶτα
1894	G71512	ἓν
1895	G72219	ἢ
1896	G71512	μία
1897	G72747	κεραία
1898	G73628	οὐ
1899	G73244	μὴ
1900	G73799	παρέλθῃ
1901	G70571	ἀπὸ
1902	G73459	τοῦ
1903	G73422	νόμου
1904	G72183	ἕως
1905	G70306	ἂν
1906	G73827	πάντα
1907	G71093	γένηται
1908	G73613	ὃς
1909	G71438	ἐὰν
1910	G73640	οὖν
1911	G73074	λύσῃ
1912	G71512	μίαν
1913	G73459	τῶν
1914	G71778	ἐντολῶν
1915	G73651	τούτων
1916	G73459	τῶν
1917	G71639	ἐλαχίστων
1918	G72518	καὶ
